"Recurring_CostElementList_CostElement","Recurring_CategorySubtotal_TotalCost_AllPriorYears_val","Recurring_CategorySubtotal_TotalCost_PriorYear_val","Recurring_CategorySubtotal_TotalCost_CurrentYear_val","Recurring_CategorySubtotal_TotalCost_BudgetYearOneBase_val","Recurring_CategorySubtotal_TotalCost_BudgetYearOneOCO_val","Recurring_CategorySubtotal_TotalCost_BudgetYearOne_val","Recurring_CategorySubtotal_TotalCost_BudgetYearTwo_val","Recurring_CategorySubtotal_TotalCost_BudgetYearThree_val","Recurring_CategorySubtotal_TotalCost_BudgetYearFour_val","Recurring_CategorySubtotal_TotalCost_BudgetYearFive_val","Recurring_CategorySubtotal_TotalCost_Total_val","Recurring_CategorySubtotal_TotalCost_ToComplete_val","Recurring_CategorySubtotal_TotalCost_Continuing_val","CategorySubtotal_TotalCost_AllPriorYears_val","CategorySubtotal_TotalCost_PriorYear_val","CategorySubtotal_TotalCost_CurrentYear_val","CategorySubtotal_TotalCost_BudgetYearOneBase_val","CategorySubtotal_TotalCost_BudgetYearOneOCO_val","CategorySubtotal_TotalCost_BudgetYearOne_val","CategorySubtotal_TotalCost_BudgetYearTwo_val","CategorySubtotal_TotalCost_BudgetYearThree_val","CategorySubtotal_TotalCost_BudgetYearFour_val","CategorySubtotal_TotalCost_BudgetYearFive_val","CategorySubtotal_TotalCost_ToComplete_val","CategorySubtotal_TotalCost_Total_val","CategorySubtotal_TotalCost_Continuing_val","NonRecurring_CostElementList_CostElement","NonRecurring_CategorySubtotal_TotalCost_AllPriorYears_val","NonRecurring_CategorySubtotal_TotalCost_PriorYear_val","NonRecurring_CategorySubtotal_TotalCost_CurrentYear_val","NonRecurring_CategorySubtotal_TotalCost_BudgetYearOneBase_val","NonRecurring_CategorySubtotal_TotalCost_BudgetYearOne_val","NonRecurring_CategorySubtotal_TotalCost_ToComplete_val","NonRecurring_CategorySubtotal_TotalCost_Total_val","NonRecurring_CategorySubtotal_TotalCost_BudgetYearTwo_val","NonRecurring_CategorySubtotal_TotalCost_BudgetYearThree_val","NonRecurring_CategorySubtotal_TotalCost_BudgetYearFour_val","NonRecurring_CategorySubtotal_TotalCost_BudgetYearOneOCO_val","NonRecurring_CategorySubtotal_TotalCost_Continuing_val","NonRecurring_CategorySubtotal_TotalCost_BudgetYearFive_val","Name_val","@ROWID","@RECORDID","@PARENT","@PARENTROWID"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList-60305474fd291afde1c73d346c38f345abf48b06-0-a212d1d383a21890342516a382f1bc04baf935c5","40.954","","2.978","","","","","","","","","","","40.954","","2.978","","","","","","","","","","","","","","","","","","","","","","","","","","60305474fd291afde1c73d346c38f345abf48b06-0-2a1785f07dbb03551f0e293386495b231ab6a11b","60305474fd291afde1c73d346c38f345abf48b06","root.record.ItemExhibitList.P5Item","60305474fd291afde1c73d346c38f345abf48b06-0-8a8f3a36fe237a829fe703756d3c3a81b065c55d"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList-60305474fd291afde1c73d346c38f345abf48b06-0-d03cbd0f680b0d6ec665691d946bf8102b2bfdbf","120.935","48.314","","","","","","","","","","","","120.935","48.314","","","","","","","","","","","","","","","","","","","","","","","","","","","60305474fd291afde1c73d346c38f345abf48b06-0-ab7162ae8f5ad82c9c044fa3af55347b9043ccfa","60305474fd291afde1c73d346c38f345abf48b06","root.record.ItemExhibitList.P5Item","60305474fd291afde1c73d346c38f345abf48b06-1-883af9ac4a58ebfadf70c1ae26d9afa724b5e759"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList-60305474fd291afde1c73d346c38f345abf48b06-0-809506432832e69b076f398291b8e3d0481c4c01","323.208","","48.945","","","","","","","","","","","323.208","","48.945","","","","","","","","","","","","","","","","","","","","","","","","","","60305474fd291afde1c73d346c38f345abf48b06-0-f0afd597b47adb3a1f79b1b738e3009b71ca5d51","60305474fd291afde1c73d346c38f345abf48b06","root.record.ItemExhibitList.P5Item","60305474fd291afde1c73d346c38f345abf48b06-2-949f9caeee134c37202a121cae80e1e2ce870fb0"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList-60305474fd291afde1c73d346c38f345abf48b06-0-c3a5d8ef1eafa1e87d722c8755c343945829d893","1702.661","295.499","171.987","","95.624","95.624","","","","","","","","1702.661","295.499","171.987","","95.624","95.624","","","","","","","","","","","","","","","","","","","","","","","60305474fd291afde1c73d346c38f345abf48b06-0-b029ebe7332418028873d928de465c4967d8eb47","60305474fd291afde1c73d346c38f345abf48b06","root.record.ItemExhibitList.P5Item","60305474fd291afde1c73d346c38f345abf48b06-3-c80d7190af70e48fae4c7ba077ff03e4d402fe65"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList-7719c7d9de19d55fe26747be175e8eb20c4908b4-0-e7906d50c1ad1544f1ceb999c0eafad377ce09d9","","71.668","56.786","29.151","102.296","131.447","","","","","","","","","71.668","56.786","29.151","102.296","131.447","","","","","","","","","","","","","","","","","","","","","","Flyaway Cost Element Category","7719c7d9de19d55fe26747be175e8eb20c4908b4-0-5b1bb5a4bf3cdd768827eb6242122966aef58021","7719c7d9de19d55fe26747be175e8eb20c4908b4","root.record.ItemExhibitList.P5Item","7719c7d9de19d55fe26747be175e8eb20c4908b4-0-9e46afa1c83c14d38b5a26b14f958adf5ecbd159"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList-7fa06731aee685716c87f0556ba5fd73aa2d607e-0-3f61c75bf04a7a9ad67e4d78e89eeb8b14925bfc","1861.625","274.119","118.09","128.207","48.331","176.538","","","","","","","","1861.625","274.119","118.09","128.207","48.331","176.538","","","","","","","","","","","","","","","","","","","","","","","7fa06731aee685716c87f0556ba5fd73aa2d607e-0-c529b30dc35d4bb9f119ee1d4bedb4f4867d7c0a","7fa06731aee685716c87f0556ba5fd73aa2d607e","root.record.ItemExhibitList.P5Item","7fa06731aee685716c87f0556ba5fd73aa2d607e-0-09089391de84eb587516f65bc3921e54965aabca"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList-952d82a56a7250c164bcf49ef2b45bffe6240626-0-69d08d78ba828977997f9b9a728a0a138df423da","344.845","32.766","35.177","25.996","","25.996","","","","","","","","344.845","32.766","35.177","25.996","","25.996","","","","","","","","","","","","","","","","","","","","","","","952d82a56a7250c164bcf49ef2b45bffe6240626-0-37e37340b593967e65c567f62ac75ad4a7e0ee31","952d82a56a7250c164bcf49ef2b45bffe6240626","root.record.ItemExhibitList.P5Item","952d82a56a7250c164bcf49ef2b45bffe6240626-0-29aa1f5e88299b20365189b4a8e45817469317b9"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList-952d82a56a7250c164bcf49ef2b45bffe6240626-0-12155c4e6ef6f3b79aa97a2ef4729ff0d3820652","151.885","7.227","9.5","2.198","2.58","4.778","","","","","","","","151.885","7.227","9.5","2.198","2.58","4.778","","","","","","","","","","","","","","","","","","","","","","","952d82a56a7250c164bcf49ef2b45bffe6240626-0-b34d3c8eb36f2b03fe8c6caad32940adb31eb1da","952d82a56a7250c164bcf49ef2b45bffe6240626","root.record.ItemExhibitList.P5Item","952d82a56a7250c164bcf49ef2b45bffe6240626-1-0e8cbc5df4e91d86b56576f517395fca46e87bef"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList-9d7e2763ea33a8e46a59d49002c2d34792ec430b-0-8ecce56914791b3d22ab7c4f2d6ff26c3b736b25","326.474","18.011","44.252","89.263","60.3","149.563","","","","","","","","326.474","18.011","44.252","89.263","60.3","149.563","","","","","","","","","","","","","","","","","","","","","","","9d7e2763ea33a8e46a59d49002c2d34792ec430b-0-faee1cef122aba7ea7c8755c16bcc2e38672c9c6","9d7e2763ea33a8e46a59d49002c2d34792ec430b","root.record.ItemExhibitList.P5Item","9d7e2763ea33a8e46a59d49002c2d34792ec430b-0-4e6320077517a293c414d420ba8db5ab6e962944"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList-afae368ab0c47e6a3f7583929d4efcee4868ce9e-0-4dd2e7356c8a8aed89232d8e59156ed21cd4e5ee","3049.1","25.946","58.464","4.452","29.1","33.552","","","","","","","","3049.1","25.946","58.464","4.452","29.1","33.552","","","","","","","","","","","","","","","","","","","","","","","afae368ab0c47e6a3f7583929d4efcee4868ce9e-0-d93424e2e71b90dc4ac817921915aa23eef2aa14","afae368ab0c47e6a3f7583929d4efcee4868ce9e","root.record.ItemExhibitList.P5Item","afae368ab0c47e6a3f7583929d4efcee4868ce9e-0-9b9edfb27c737ac17f545664d2c7fcaeeaa75db8"
"","","","","","","","","","","","","","","2315.884","621.148","288.498","203.623","192","395.623","391.994","238.345","472.454","376.434","136.536","5236.916","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList-b491f3d8e2bd8e073fa80cd1bc9f6847144cba72-0-7c657e57a4edba3dd2beecb665a1aaff9a7ab814","2315.884","621.148","288.498","203.623","395.623","136.536","5236.916","391.994","238.345","472.454","192","","376.434","Flyaway Cost Element Category","b491f3d8e2bd8e073fa80cd1bc9f6847144cba72-0-9d3a468ad2977281f762448dc608555918c08178","b491f3d8e2bd8e073fa80cd1bc9f6847144cba72","root.record.ItemExhibitList.P5Item","b491f3d8e2bd8e073fa80cd1bc9f6847144cba72-0-49fdb06c7d3ece0839fffd593e357e17da4252e5"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList-e615c20672a354eae07583fce3fbefe766b6d6a9-0-30f43e931c7ab8e0862b602a78aa0867a9e699b4","5410.988","65.988","397.608","476.805","68.115","544.92","990.752","144.626","0.000","","9088.741","1533.859","","5410.988","65.988","397.608","476.805","68.115","544.92","990.752","144.626","0.000","","1533.859","9088.741","","","","","","","","","","","","","","","","Flyaway Cost Element Category","e615c20672a354eae07583fce3fbefe766b6d6a9-0-e64dc4b6253d54a1161aefc774fc0253a286b7b4","e615c20672a354eae07583fce3fbefe766b6d6a9","root.record.ItemExhibitList.P5Item","e615c20672a354eae07583fce3fbefe766b6d6a9-0-fafb83de16c48dd4bfc4553f4fdd4f14ba6615af"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList-f8e0ba2a718ccb7ea248587c9aa6361953ad9acd-0-3a2eeb6a03d355aeee77f44214cd4cf2e84219cc","320.177","7.184","12.149","7.392","4.98","12.372","","","","","","","","320.177","7.184","12.149","7.392","4.98","12.372","","","","","","","","","","","","","","","","","","","","","","","f8e0ba2a718ccb7ea248587c9aa6361953ad9acd-0-613385e960eebe110eec9f7af47c722d4440818c","f8e0ba2a718ccb7ea248587c9aa6361953ad9acd","root.record.ItemExhibitList.P5Item","f8e0ba2a718ccb7ea248587c9aa6361953ad9acd-0-a6893e790608eec633ebe5ac205c984bf39acb6f"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList-0075071ccc82adb1e9353dc16c45700a65e90468-0-97a2e38fad4499e3c7129ee663544159e40c0f69","","0","50.568","115.252","2.52","117.772","60.194","58.507","33.584","120.673","1653.427","1212.129","","","0","50.568","115.252","2.52","117.772","60.194","58.507","33.584","120.673","1212.129","1653.427","","","","","","","","","","","","","","","","Flyaway End Item","0075071ccc82adb1e9353dc16c45700a65e90468-0-157345b2e91e53895c23cd13986077edf692e1c3","0075071ccc82adb1e9353dc16c45700a65e90468","root.record.ItemExhibitList.P5Item","0075071ccc82adb1e9353dc16c45700a65e90468-0-84ee3e0c0d81c9aabdc37daf2827d27eee2b3297"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList-01fbb9a5b33b47c91a86f0564c5b45d8e186b549-0-16e6e507d6fe709efc608ce869d698535e970f93","176.395","49.061","54.535","64.259","","64.259","","","","","","","","176.395","49.061","54.535","64.259","","64.259","","","","","","","","","","","","","","","","","","","","","","","01fbb9a5b33b47c91a86f0564c5b45d8e186b549-0-0b6b5f22cd3245f2704ecdc837d63b0ed64747d8","01fbb9a5b33b47c91a86f0564c5b45d8e186b549","root.record.ItemExhibitList.P5Item","01fbb9a5b33b47c91a86f0564c5b45d8e186b549-0-e5a9b31acb9371c90392570cc300647c7136c1eb"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList-01fbf5c663ffaabfa353390503bd0d87603b4839-0-eacc5100986583350873a24e63b1effee1769410","1262.813","121.71","65.062","74.916","","74.916","","","","","","","","1262.813","121.71","65.062","74.916","","74.916","","","","","","","","","","","","","","","","","","","","","","","01fbf5c663ffaabfa353390503bd0d87603b4839-0-77836bb74b495415b688398c43937b5b2a98ad76","01fbf5c663ffaabfa353390503bd0d87603b4839","root.record.ItemExhibitList.P5Item","01fbf5c663ffaabfa353390503bd0d87603b4839-0-a5759badc4a29a9c5fa638f4b1568ef43444a4da"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList-032e5194c50c3238ef86df87bc8bead78d36f0ff-0-089f8008d64bbb933fd19be5cb43b9f7c646d52e","82.4","","","5.3","","5.3","","","","","","","","82.4","","","5.3","","5.3","","","","","","","","","","","","","","","","","","","","","","","032e5194c50c3238ef86df87bc8bead78d36f0ff-0-8098f42161082a95a872bd41d9676ed5407e9e2b","032e5194c50c3238ef86df87bc8bead78d36f0ff","root.record.ItemExhibitList.P5Item","032e5194c50c3238ef86df87bc8bead78d36f0ff-0-040ea629b7f781283bde4f7a08432a2345df9239"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList-03623ddbdf55533eb6c5daaf5960ee331db8ed1b-0-be5afcdea03af05b665f10089daa5bd0b3ccca0c","201.82","381.296","0","0","0","0","0","0","0","0","583.116","0","","201.82","381.296","0","0","0","0","0","0","0","0","0","583.116","","","","","","","","","","","","","","","","Flyaway End Item","03623ddbdf55533eb6c5daaf5960ee331db8ed1b-0-2568fd6335971eabea6f950227b02c0d62076320","03623ddbdf55533eb6c5daaf5960ee331db8ed1b","root.record.ItemExhibitList.P5Item","03623ddbdf55533eb6c5daaf5960ee331db8ed1b-0-a4e2e258422a5a747be0720e49714d32cbc64ce9"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList-084ec6d2d9f931f7bd8a6983549f71c8f8e2ea65-0-720bde1126841942579fd93ae85c1a39ee73cf88","13466.329","2756.185","3613.658","5037.84","0","5037.84","5288.522","6141.612","6127.943","5485.576","202734.351","154816.686","","13466.329","2756.185","3613.658","5037.84","0","5037.84","5288.522","6141.612","6127.943","5485.576","154816.686","202734.351","","","","","","","","","","","","","","","","Flyaway End Item","084ec6d2d9f931f7bd8a6983549f71c8f8e2ea65-0-40d9a976f09113f753f1841df690700845c74a02","084ec6d2d9f931f7bd8a6983549f71c8f8e2ea65","root.record.ItemExhibitList.P5Item","084ec6d2d9f931f7bd8a6983549f71c8f8e2ea65-0-93f13399b283e7a798ab97c95995a395a5b00457"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList-0f953c7554ba8588f80d49098c7841b20cf0dc5e-0-c26023d6e357ca66c5611acbd5cbac08ed023e04","454.196","19.367","22.614","24.387","","24.387","","","","","","","","454.196","19.367","22.614","24.387","","24.387","","","","","","","","","","","","","","","","","","","","","","","0f953c7554ba8588f80d49098c7841b20cf0dc5e-0-86d1d2f699c5435a4e7e2c98ac410041417467a9","0f953c7554ba8588f80d49098c7841b20cf0dc5e","root.record.ItemExhibitList.P5Item","0f953c7554ba8588f80d49098c7841b20cf0dc5e-0-4020789c38dccd357af646e608c654a9217fb5ac"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList-105d2ad67220db0c6fbf52c8ad0dd1db4a43f8aa-0-f353e1c53081f4357d2c6856358a43b78edaa309","330.963","5.31","5.012","4.991","7.03","12.021","","","","","","","","330.963","5.31","5.012","4.991","7.03","12.021","","","","","","","","","","","","","","","","","","","","","","","105d2ad67220db0c6fbf52c8ad0dd1db4a43f8aa-0-e9a9c9aeef963566936fd4deb8761af0be923192","105d2ad67220db0c6fbf52c8ad0dd1db4a43f8aa","root.record.ItemExhibitList.P5Item","105d2ad67220db0c6fbf52c8ad0dd1db4a43f8aa-0-fd4caf122df88e429fd760f684cfc410a70794ef"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList-1122e949716f5b817e847fe6e5afb63a8ae06268-0-f4da0858903d7954a2bd89d89c3c6812bee24a15","","7.869","7.915","4.062","","4.062","","","","","","","","","7.869","7.915","4.062","","4.062","","","","","","","","","","","","","","","","","","","","","","","1122e949716f5b817e847fe6e5afb63a8ae06268-0-3be9df40420062b031f7b3b61c319dadc2d1757c","1122e949716f5b817e847fe6e5afb63a8ae06268","root.record.ItemExhibitList.P5Item","1122e949716f5b817e847fe6e5afb63a8ae06268-0-c49ab04bf37111c275b807586baa0a3a0f319752"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList-11b8a230ac244d228b59269bccb4bb60eae2d2dd-0-805b96b409892406478fbd9177d7e9c540d6cd00","167.383","7.262","5.369","9.597","","9.597","","","","","","","","167.383","7.262","5.369","9.597","","9.597","","","","","","","","","","","","","","","","","","","","","","","11b8a230ac244d228b59269bccb4bb60eae2d2dd-0-0ad85400ef338285525d3e204d75b3aa9b8b7e3a","11b8a230ac244d228b59269bccb4bb60eae2d2dd","root.record.ItemExhibitList.P5Item","11b8a230ac244d228b59269bccb4bb60eae2d2dd-0-e662d11cd7ce9b82bdd21fad8a5441bc68867e35"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList-12df40ecb02915bb7638e5575b09dee5ae288004-0-047aa942d31674b8512fe43f9c845b7b405f12a8","1157.881","2","1.635","14.027","","14.027","","","","","","","","1157.881","2","1.635","14.027","","14.027","","","","","","","","","","","","","","","","","","","","","","","12df40ecb02915bb7638e5575b09dee5ae288004-0-d6d32db6cd73aefe512a8e17ab781d437cd5a497","12df40ecb02915bb7638e5575b09dee5ae288004","root.record.ItemExhibitList.P5Item","12df40ecb02915bb7638e5575b09dee5ae288004-0-d411c99ddfe61b5ea0bc7979f11c5f7f09e8923c"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList-13d484c21e22cd21ccc8ad96e91f0a4c49880214-0-954cc85b5ba9d7f11cb26a2ee9578e1711f424c9","79.811","8.437","2.166","5.835","","5.835","","","","","","","","79.811","8.437","2.166","5.835","","5.835","","","","","","","","","","","","","","","","","","","","","","","13d484c21e22cd21ccc8ad96e91f0a4c49880214-0-e25fda6a6a770349e97198c42729b3f5eea2a815","13d484c21e22cd21ccc8ad96e91f0a4c49880214","root.record.ItemExhibitList.P5Item","13d484c21e22cd21ccc8ad96e91f0a4c49880214-0-cd935124276b7d773f5f6365fffa0caed31b0822"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList-1484d90f7394f38cf17623fd177979618cbbcc61-0-66f1900c7a378e5929888bfaabcec4466b90e49e","38.048","6.364","","7.556","","7.556","","","","","","","","38.048","6.364","","9.822","","9.822","","","","","","","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList-1484d90f7394f38cf17623fd177979618cbbcc61-0-8209ea3da1e294855c8f28a8bb3cc58354d6bffc","","","","2.266","2.266","","","","","","","","","","1484d90f7394f38cf17623fd177979618cbbcc61-0-1da4509b424637b5fe767b847f7516165dcb4cac","1484d90f7394f38cf17623fd177979618cbbcc61","root.record.ItemExhibitList.P5Item","1484d90f7394f38cf17623fd177979618cbbcc61-0-645d09819828db5a1941cb85329bb0a707546ae9"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList-16109a1cf1a5c1ea215b291ba52bfb1fdfd73783-0-7ab657efb4545e7680bf6488d08693681c9e8d58","14367.871","419.1","435.11","181.245","","181.245","","","","","","","","14367.871","419.1","435.11","181.245","","181.245","","","","","","","","","","","","","","","","","","","","","","","16109a1cf1a5c1ea215b291ba52bfb1fdfd73783-0-fe5f5eb7c7415f3d67f580401d9b235a7e7b36fa","16109a1cf1a5c1ea215b291ba52bfb1fdfd73783","root.record.ItemExhibitList.P5Item","16109a1cf1a5c1ea215b291ba52bfb1fdfd73783-0-c53d40da473154f28db712b013672b3d9a7351ec"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList-1686392c0273c503933a500aeafeaec7aea93a88-0-7b6293d5a2ee0625674115ce88ed37a6facfac4a","","","11.715","11.941","","11.941","","","","","","","","","","11.715","13.068","","13.068","","","","","","","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList-1686392c0273c503933a500aeafeaec7aea93a88-0-785f89ed63af0c0a22272ead8c37ee024779409e","","","","1.127","1.127","","","","","","","","","","1686392c0273c503933a500aeafeaec7aea93a88-0-518da4fe0874d10a1876c7ea0f41bc5125158dc1","1686392c0273c503933a500aeafeaec7aea93a88","root.record.ItemExhibitList.P5Item","1686392c0273c503933a500aeafeaec7aea93a88-0-ea3921cd4d311f6cae6232a747a6c5a488231bd1"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList-16bdc82f5b3ff2bfc73eee703fe85f0930540f2d-0-159d92ea9bb150ffe78d3e663c1bef676ae191af","96.248","17.001","4.938","","","","","","","","","","","96.248","17.001","4.938","","","","","","","","","","","","","","","","","","","","","","","","","","16bdc82f5b3ff2bfc73eee703fe85f0930540f2d-0-da58219cc240181340b1e34c5f601ccf90ea0b88","16bdc82f5b3ff2bfc73eee703fe85f0930540f2d","root.record.ItemExhibitList.P5Item","16bdc82f5b3ff2bfc73eee703fe85f0930540f2d-0-51990abb3000e48f5121ba6fd0b597be26018075"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList-16eb185d0ea84ef8e12f07b77728550442b95652-0-56d6ccbb5e40da4210cfcd5791eec86eeb84a4a8","152.679","5.133","0.16","0.053","","0.053","","","","","","","","152.679","5.133","0.16","0.053","","0.053","","","","","","","","","","","","","","","","","","","","","","","16eb185d0ea84ef8e12f07b77728550442b95652-0-9d19f369171f89755fd5c188fe3390886dae6413","16eb185d0ea84ef8e12f07b77728550442b95652","root.record.ItemExhibitList.P5Item","16eb185d0ea84ef8e12f07b77728550442b95652-0-de455e79b245ff51685e360e19c828bd388d6d9e"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList-175397800b511b530a13e7475895e0646537d7c2-0-f5dbfed662986807b895fca7d44343aa878d119e","1354.665","532.26","570.319","389.433","","389.433","694.935","800.048","939.531","1003.116","","","true","1354.665","532.26","570.319","389.433","","389.433","694.935","800.048","939.531","1003.116","","","true","","","","","","","","","","","","","","","","175397800b511b530a13e7475895e0646537d7c2-0-fb864e501c9b1e60a1c12974f22590bf3b892685","175397800b511b530a13e7475895e0646537d7c2","root.record.ItemExhibitList.P5Item","175397800b511b530a13e7475895e0646537d7c2-0-28a036af5db47b0192f40d5945f2116d95e6c724"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList-17bc85c81d8973b42200e3959c83dfa58d6b52d2-0-d7b4de56d8b5ec6d6c57d8de76bd9e4352705630","","","2.741","2.531","","2.531","","","","","","","","","","2.741","2.531","","2.531","","","","","","","","","","","","","","","","","","","","","","","17bc85c81d8973b42200e3959c83dfa58d6b52d2-0-947173c572568820c4df4c844bb48cb8547e8770","17bc85c81d8973b42200e3959c83dfa58d6b52d2","root.record.ItemExhibitList.P5Item","17bc85c81d8973b42200e3959c83dfa58d6b52d2-0-5056c00e4ec4325d9b6aabb25d019eabde839ae2"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList-17bc85c81d8973b42200e3959c83dfa58d6b52d2-0-7800bd76f26b5e72b7b9b5cd213394f5ff036f1a","","5","8.365","","","","","","","","","","","","5","8.365","","","","","","","","","","","","","","","","","","","","","","","","","","17bc85c81d8973b42200e3959c83dfa58d6b52d2-0-8b30a4fcff421ec1f11efe9cea7773e4fbf76e94","17bc85c81d8973b42200e3959c83dfa58d6b52d2","root.record.ItemExhibitList.P5Item","17bc85c81d8973b42200e3959c83dfa58d6b52d2-1-bc4dd059be64608ae4aae9616c12e7056cc400b5"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList-182abe13127b878d8328d36afa9f8bb6cc7f29a8-0-8f8aab458e0a0aa326baf05a544d75ba60c524cb","50.712","5.7","7.8","8.917","","8.917","","","","","","","","50.712","5.7","7.8","8.917","","8.917","","","","","","","","","","","","","","","","","","","","","","","182abe13127b878d8328d36afa9f8bb6cc7f29a8-0-86c4a976cbbd463e1939661621a778983bf7249b","182abe13127b878d8328d36afa9f8bb6cc7f29a8","root.record.ItemExhibitList.P5Item","182abe13127b878d8328d36afa9f8bb6cc7f29a8-0-bde1a0893b7ea526291e7a0074ed3413785f20b7"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList-19404d9993b193a90e7b3c28d8a3a6803105ccf2-0-14dd7148c1662f593490e93ac45970f01aec8698","107.912","","","12.131","2.601","14.732","","","","","","","","107.912","","","12.131","2.601","14.732","","","","","","","","","","","","","","","","","","","","","","","19404d9993b193a90e7b3c28d8a3a6803105ccf2-0-85ac5ced7301a5a73c80a4a935db17a15b982d6a","19404d9993b193a90e7b3c28d8a3a6803105ccf2","root.record.ItemExhibitList.P5Item","19404d9993b193a90e7b3c28d8a3a6803105ccf2-0-556da867767f1f93cac5784be7da6c468963ee6a"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList-1a0b0bf2d9298b225d8efa2fdfd323dab1e602c7-0-2b659c8463dae539f8e95c3b154b046d7f989e6b","","","","11.505","","11.505","","","","","","","","","","","11.505","","11.505","","","","","","","","","","","","","","","","","","","","","","","1a0b0bf2d9298b225d8efa2fdfd323dab1e602c7-0-1bf8f33c2c756caab0bb7d01af737dac5b1c8da5","1a0b0bf2d9298b225d8efa2fdfd323dab1e602c7","root.record.ItemExhibitList.P5Item","1a0b0bf2d9298b225d8efa2fdfd323dab1e602c7-0-0c2569c742902a8626a81cbbaa45e0fbcf693b55"
