"Name_val","Name_@footnote","Location_val","ContractDates_PriorYear_val","ContractDates_PriorYear_@footnote","ContractDates_CurrentYear_val","ContractDates_CurrentYear_@footnote","ContractDates_BudgetYearOne_val","ContractDates_BudgetYearOne_@footnote","ContractDates_BudgetYearTwo_val","ContractDates_BudgetYearThree_val","ContractDates_BudgetYearFour_val","ContractDates_BudgetYearFive_val","DeliveryDates_PriorYear_val","DeliveryDates_CurrentYear_val","DeliveryDates_BudgetYearOne_val","DeliveryDates_BudgetYearTwo_val","DeliveryDates_BudgetYearThree_val","DeliveryDates_BudgetYearFour_val","DeliveryDates_BudgetYearFive_val","AdminLeadTimeAfterOct1InMonths_val","ProductionLeadTimeAfterOct1InMonths_val","@ROWID","@RECORDID","@PARENT","@PARENTROWID"
"Government","Contract/Delivery dates are the same because Military Flight Operations Quality Assurance Software is software and is pushed to the client members via Navy Marine Corps Intranet (NMCI). Procurements are delivered to squadrons at installation.",">Patuxent River, MD","","","2013-11","","2014-11","","2015-11","2016-11","2017-11","2018-11","","2013-11","2014-11","2015-11","2016-11","2017-11","2018-11","2","0","db1fff735c2ad6b4c5670d7947c080c018b68a17-0-06d01c335c3dedc31352130e0f89420c57301cce","db1fff735c2ad6b4c5670d7947c080c018b68a17","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","db1fff735c2ad6b4c5670d7947c080c018b68a17-0-844c0566348a57de5e728d25a0ad94a31cc92a03"
"N/A","","N/A","","","","","","","","","","","","","","","","","","","","db1fff735c2ad6b4c5670d7947c080c018b68a17-0-bef2fa0dfa8fa688539025a787e2eb52344f9339","db1fff735c2ad6b4c5670d7947c080c018b68a17","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","db1fff735c2ad6b4c5670d7947c080c018b68a17-0-02800c2408f27b65fec7d5230f183dc7f024c038"
"TRI Technology Industries","","Mt. Vernon, NY","","","","","","","","","","","","","","","","","","6","4","dbddf7fd9cca1a63a93a8e55d8d28cc270b2d703-0-3ad5171cb456ca90f1340d64aacfe39d1ff7420a","dbddf7fd9cca1a63a93a8e55d8d28cc270b2d703","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","dbddf7fd9cca1a63a93a8e55d8d28cc270b2d703-0-aab3d9b69979517e2aac0f18933a6e421afc9d07"
"N/A","","N/A","2013-03","","2014-03","","2015-03","","2016-03","2017-03","2018-03","2019-03","2013-12","2014-12","2015-12","2016-12","2017-12","2018-12","2019-12","6","9","dbddf7fd9cca1a63a93a8e55d8d28cc270b2d703-0-226cdb2ef2e13a0d4b520142a20961571ccb0b1e","dbddf7fd9cca1a63a93a8e55d8d28cc270b2d703","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","dbddf7fd9cca1a63a93a8e55d8d28cc270b2d703-1-5b5058e5ad7a63693c7461d0a58319edeb1f1cf8"
"N/A","","N/A","2013-03","","2014-03","","2015-03","","2016-03","2017-03","2018-03","","2013-06","2014-06","2015-06","2016-06","2017-06","2018-06","","6","3","dbddf7fd9cca1a63a93a8e55d8d28cc270b2d703-0-a8f9ca37900c4aeaa57d692109b7b3ce80af6f94","dbddf7fd9cca1a63a93a8e55d8d28cc270b2d703","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","dbddf7fd9cca1a63a93a8e55d8d28cc270b2d703-2-3e905dad18628657ff5dba73c3fbbd44591f1f72"
"N/A","","N/A","2013-03","","2014-03","","2015-03","","","","","","2013-12","2014-12","2015-12","","","","","6","9","dbddf7fd9cca1a63a93a8e55d8d28cc270b2d703-0-458039fbb2cfda95785d52e5ec58ff860f6de6f2","dbddf7fd9cca1a63a93a8e55d8d28cc270b2d703","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","dbddf7fd9cca1a63a93a8e55d8d28cc270b2d703-3-52998534484a5e504c0a04fd73cc5d92e8168377"
"TBD","","TBD","2014-06","","2014-06","","2015-05","","2016-03","2017-02","2018-04","2019-04","2015-03","2015-03","2016-03","2016-08","2017-06","2019-01","2019-08","8","10","dc6ff1fd0953231c99315febfd11ddd6be9e7439-0-92c338dc1e0f142e17e20c07ed8f42e3375abe96","dc6ff1fd0953231c99315febfd11ddd6be9e7439","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","dc6ff1fd0953231c99315febfd11ddd6be9e7439-0-2085961a0770332b6d17ef775f2df980f9827be1"
"TBD","","TBD","","","","","2016-02","","2016-04","2017-03","2018-02","2019-02","","","2016-08","2016-10","2017-09","2018-08","2019-08","17","6","dc6ff1fd0953231c99315febfd11ddd6be9e7439-0-f51ed6d775eaae3809914f0f9131e775af498f6e","dc6ff1fd0953231c99315febfd11ddd6be9e7439","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","dc6ff1fd0953231c99315febfd11ddd6be9e7439-1-59ca9ba5b09ab69b06fe3cdbd904d270c2f9c8a2"
"TBD","","TBD","","","","","2016-02","","2016-05","2017-04","2018-02","2019-02","","","2016-08","2016-11","2017-10","2018-08","2019-08","17","6","dc6ff1fd0953231c99315febfd11ddd6be9e7439-0-679b661f734acb118b164bdc8bd4fc9f1287a9c1","dc6ff1fd0953231c99315febfd11ddd6be9e7439","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","dc6ff1fd0953231c99315febfd11ddd6be9e7439-2-1afeb2f34418c0a338921481a13b5ac42ddd9045"
"Boeing","","Seattle","","","2013-12","","2014-12","","2015-12","2016-12","2017-12","","","2015-09","2016-06","2015-12","2016-10","2019-06","2018-11","2","18","de7802a7819932447bc9166789f212bae2c6fde8-0-85976c8dda3eb4868a9220961f1f639789f7556b","de7802a7819932447bc9166789f212bae2c6fde8","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","de7802a7819932447bc9166789f212bae2c6fde8-0-ff5f40c2f19eba221655ba880745bd771eead7cc"
"Block A to B","",">N/A","2012-12","","2013-12","","2014-12","","2015-12","","","","2014-09","2015-09","2016-09","2017-09","","","","3","21","de94be7a6f60774d861465078acb7e3c9ac2fe8b-0-595cf95a95f6429939cd8c990382eec9f037e39b","de94be7a6f60774d861465078acb7e3c9ac2fe8b","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","de94be7a6f60774d861465078acb7e3c9ac2fe8b-0-ddc2a09596aaa7726d3419ed7adee639df178e1a"
"Cargo Winch System Redesign","",">N/A","2013-09","","","","","","","","","","2013-11","","","","","","","11","2","de94be7a6f60774d861465078acb7e3c9ac2fe8b-1-cf76793f5f51efe19d624c4b4a71562b16bde4f5","de94be7a6f60774d861465078acb7e3c9ac2fe8b","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","de94be7a6f60774d861465078acb7e3c9ac2fe8b-0-ddc2a09596aaa7726d3419ed7adee639df178e1a"
"Engine Air Particle Separator","",">N/A","","","","","","","","","","","","","","","","","","4","8","de94be7a6f60774d861465078acb7e3c9ac2fe8b-2-21dde14f61e11bed273d61d4bbe8450fc68946b9","de94be7a6f60774d861465078acb7e3c9ac2fe8b","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","de94be7a6f60774d861465078acb7e3c9ac2fe8b-0-ddc2a09596aaa7726d3419ed7adee639df178e1a"
"Enhanced Crash Survivable Memory Unit","",">N/A","2013-11","","2014-11","","2015-11","","2016-11","2017-11","2018-11","2019-11","2014-10","2015-10","2016-10","2017-10","2018-10","2019-10","2020-10","13","12","de94be7a6f60774d861465078acb7e3c9ac2fe8b-3-8170e833f4c2c772a9981b97ec83dc9cfaf77b70","de94be7a6f60774d861465078acb7e3c9ac2fe8b","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","de94be7a6f60774d861465078acb7e3c9ac2fe8b-0-ddc2a09596aaa7726d3419ed7adee639df178e1a"
"FLIR ELAP","",">N/A","","","","","2014-12","","2015-12","2016-12","","","","","2015-10","2016-10","2017-10","","","3","10","de94be7a6f60774d861465078acb7e3c9ac2fe8b-4-f12060b9d09e06e439f0bb1051145928b80a01aa","de94be7a6f60774d861465078acb7e3c9ac2fe8b","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","de94be7a6f60774d861465078acb7e3c9ac2fe8b-0-ddc2a09596aaa7726d3419ed7adee639df178e1a"
"IGV & Hyd Flow Reg","",">N/A","","","2014-01","","2015-01","","","","","","","2014-04","2015-04","","","","","4","3","de94be7a6f60774d861465078acb7e3c9ac2fe8b-5-4fdd9b5fb3c7ac1bd8123312d04453b53a259264","de94be7a6f60774d861465078acb7e3c9ac2fe8b","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","de94be7a6f60774d861465078acb7e3c9ac2fe8b-0-ddc2a09596aaa7726d3419ed7adee639df178e1a"
"Interim CDD","",">N/A","","","","","","","","","","","","","","","","","","2","10","de94be7a6f60774d861465078acb7e3c9ac2fe8b-6-b9fcf1dd3458fc0b56979fba0cf38c412e82fe4d","de94be7a6f60774d861465078acb7e3c9ac2fe8b","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","de94be7a6f60774d861465078acb7e3c9ac2fe8b-0-ddc2a09596aaa7726d3419ed7adee639df178e1a"
"IR Suppressor","",">N/A","","","","","","","","","","","","","","","","","","3","21","de94be7a6f60774d861465078acb7e3c9ac2fe8b-7-e69ec6c2c11986aeb9ecbc74b6ec93a624ea6b62","de94be7a6f60774d861465078acb7e3c9ac2fe8b","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","de94be7a6f60774d861465078acb7e3c9ac2fe8b-0-ddc2a09596aaa7726d3419ed7adee639df178e1a"
"V-22 Integrated Aircraft Survivability Equipment","",">N/A","","","","","2015-08","","2016-08","2017-08","2018-08","2019-08","","","2017-10","2018-10","2019-10","2020-10","2021-10","10","13","de94be7a6f60774d861465078acb7e3c9ac2fe8b-8-d550ee7ce5022381fa3aea3aa7450c155fe3997b","de94be7a6f60774d861465078acb7e3c9ac2fe8b","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","de94be7a6f60774d861465078acb7e3c9ac2fe8b-0-ddc2a09596aaa7726d3419ed7adee639df178e1a"
"Main Landing Fire Suppression","",">N/A","","","","","2015-02","","","","","","","","2016-10","","","","","5","19","de94be7a6f60774d861465078acb7e3c9ac2fe8b-9-a9c18d882da1ad87bbc46a5cce9e0b7149ae54ef","de94be7a6f60774d861465078acb7e3c9ac2fe8b","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","de94be7a6f60774d861465078acb7e3c9ac2fe8b-0-ddc2a09596aaa7726d3419ed7adee639df178e1a"
"Nose landing gear","",">N/A","2012-12","","","","","","","","","","2013-04","","","","","","","3","4","de94be7a6f60774d861465078acb7e3c9ac2fe8b-10-a27079350ca26b6dbd1feff31798561bc92947d9","de94be7a6f60774d861465078acb7e3c9ac2fe8b","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","de94be7a6f60774d861465078acb7e3c9ac2fe8b-0-ddc2a09596aaa7726d3419ed7adee639df178e1a"
"OCO Readiness","",">N/A","","","","","","","","","","","","","","","","","","11","16","de94be7a6f60774d861465078acb7e3c9ac2fe8b-11-d84471a31d1ed4908f1a3bf6ff820323f3a68830","de94be7a6f60774d861465078acb7e3c9ac2fe8b","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","de94be7a6f60774d861465078acb7e3c9ac2fe8b-0-ddc2a09596aaa7726d3419ed7adee639df178e1a"
"Rapid Ground Refueling","",">N/A","","","","","","","","","","","","","","","","","","12","12","de94be7a6f60774d861465078acb7e3c9ac2fe8b-12-dd8db7834dceb99b20fa30ddce12c5f854478b52","de94be7a6f60774d861465078acb7e3c9ac2fe8b","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","de94be7a6f60774d861465078acb7e3c9ac2fe8b-0-ddc2a09596aaa7726d3419ed7adee639df178e1a"
"SLIM MFD","",">N/A","","","2014-06","","2015-06","","2016-06","","","","","2014-10","2015-10","2016-10","","","","9","4","de94be7a6f60774d861465078acb7e3c9ac2fe8b-13-b3271db7723385f04415e367ef745c860d845f38","de94be7a6f60774d861465078acb7e3c9ac2fe8b","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","de94be7a6f60774d861465078acb7e3c9ac2fe8b-0-ddc2a09596aaa7726d3419ed7adee639df178e1a"
"TCAS","",">N/A","","","","","","","2016-05","2017-05","2018-05","2019-05","","","","2016-10","2017-10","2018-10","2019-10","8","5","de94be7a6f60774d861465078acb7e3c9ac2fe8b-14-4601a15f145428831d55903f8c928592538083ff","de94be7a6f60774d861465078acb7e3c9ac2fe8b","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","de94be7a6f60774d861465078acb7e3c9ac2fe8b-0-ddc2a09596aaa7726d3419ed7adee639df178e1a"
"13 Wiring Harness","",">N/A","2013-06","","2014-06","","","","","","","","2013-10","2014-10","","","","","","9","4","de94be7a6f60774d861465078acb7e3c9ac2fe8b-0-630745af73d0a80cbcb8d400968772ce0bbe8e90","de94be7a6f60774d861465078acb7e3c9ac2fe8b","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","de94be7a6f60774d861465078acb7e3c9ac2fe8b-0-dc1362fdd2205fa0f7ded7c2cb2c3c72512b6694"
"Swashplate Actuator","",">N/A","2013-07","","2014-07","","2015-07","","2016-07","2017-07","2018-07","","2013-10","2014-10","2015-10","2016-10","2017-10","2018-10","","10","3","de94be7a6f60774d861465078acb7e3c9ac2fe8b-1-7e0f51af989ee55fa0c7864a3a68e6bcb8abc2c5","de94be7a6f60774d861465078acb7e3c9ac2fe8b","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","de94be7a6f60774d861465078acb7e3c9ac2fe8b-0-dc1362fdd2205fa0f7ded7c2cb2c3c72512b6694"
"Drive Tube","",">N/A","","","2013-11","","2014-11","","2015-11","2016-11","2017-11","2018-11","","2013-12","2014-12","2015-12","2016-12","2017-12","2018-12","2","1","de94be7a6f60774d861465078acb7e3c9ac2fe8b-2-81d2dfffb2684996d992e9456eb6e90d55e8b2af","de94be7a6f60774d861465078acb7e3c9ac2fe8b","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","de94be7a6f60774d861465078acb7e3c9ac2fe8b-0-dc1362fdd2205fa0f7ded7c2cb2c3c72512b6694"
"Prop Rotor Coating HONTEK","",">N/A","2013-08","","2014-08","","2015-08","","","","","","2013-10","2014-10","2015-10","","","","","11","2","de94be7a6f60774d861465078acb7e3c9ac2fe8b-3-c6fb8183ccd5eaa620856ff86c8a76261ca04992","de94be7a6f60774d861465078acb7e3c9ac2fe8b","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","de94be7a6f60774d861465078acb7e3c9ac2fe8b-0-dc1362fdd2205fa0f7ded7c2cb2c3c72512b6694"
"Gimbal Assembly Part 2","",">N/A","2013-06","","2014-06","","2015-06","","2016-06","2017-06","2018-06","","2013-10","2014-10","2015-10","2016-10","2017-10","2018-10","","9","4","de94be7a6f60774d861465078acb7e3c9ac2fe8b-4-1b31ad682de3916e3e9e71fc07b2685962dcccb2","de94be7a6f60774d861465078acb7e3c9ac2fe8b","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","de94be7a6f60774d861465078acb7e3c9ac2fe8b-0-dc1362fdd2205fa0f7ded7c2cb2c3c72512b6694"
"Upper and Lower Rod Ends","",">N/A","2013-07","","2014-07","","2014-10","","2015-10","2016-10","2017-10","2018-10","2013-10","2014-09","2014-11","2015-11","2016-11","2017-11","2018-11","10","3","de94be7a6f60774d861465078acb7e3c9ac2fe8b-5-82b104aae64de82b9f34a36c96b9718dffd019bc","de94be7a6f60774d861465078acb7e3c9ac2fe8b","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","de94be7a6f60774d861465078acb7e3c9ac2fe8b-0-dc1362fdd2205fa0f7ded7c2cb2c3c72512b6694"
"Windshield Kits","",">N/A","","","2013-11","","2014-11","","2015-11","2016-11","2017-11","2018-11","","2013-12","2014-12","2015-12","2016-12","2017-12","2018-12","2","1","de94be7a6f60774d861465078acb7e3c9ac2fe8b-6-7f623d9ce700aaa588c4c1e054569eb2385590ad","de94be7a6f60774d861465078acb7e3c9ac2fe8b","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","de94be7a6f60774d861465078acb7e3c9ac2fe8b-0-dc1362fdd2205fa0f7ded7c2cb2c3c72512b6694"
"IRS Redesign","",">N/A","","","","","","","","2017-01","2018-01","2019-01","","","","","2017-10","2018-10","2019-10","4","9","de94be7a6f60774d861465078acb7e3c9ac2fe8b-7-5fdc83cb1d17ef0f73cefddca7649579a180766a","de94be7a6f60774d861465078acb7e3c9ac2fe8b","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","de94be7a6f60774d861465078acb7e3c9ac2fe8b-0-dc1362fdd2205fa0f7ded7c2cb2c3c72512b6694"
"Digital Interoperability","",">N/A","","","","","","","","2017-03","2018-03","2019-03","","","","","2017-10","2018-10","2019-04","6","7","de94be7a6f60774d861465078acb7e3c9ac2fe8b-8-99b6493704c00058d3c8820e30cfb615819901d8","de94be7a6f60774d861465078acb7e3c9ac2fe8b","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","de94be7a6f60774d861465078acb7e3c9ac2fe8b-0-dc1362fdd2205fa0f7ded7c2cb2c3c72512b6694"
"VSLED/DSIU/FMU Reliability Improvements","",">N/A","2013-07","","","","","","","","","","2013-10","","","","","","","10","3","de94be7a6f60774d861465078acb7e3c9ac2fe8b-9-dd398cd0e92f553920dd2d78ffcbed48ebdcb772","de94be7a6f60774d861465078acb7e3c9ac2fe8b","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","de94be7a6f60774d861465078acb7e3c9ac2fe8b-0-dc1362fdd2205fa0f7ded7c2cb2c3c72512b6694"
"IPS (CDD)","",">N/A","2012-10","","2013-10","","2014-10","","2015-10","2016-10","2017-10","","2013-11","2014-11","2015-11","2016-11","2017-11","2018-11","","1","13","de94be7a6f60774d861465078acb7e3c9ac2fe8b-10-894363be30f235ffcf8c7d4507cbb4a6f831e171","de94be7a6f60774d861465078acb7e3c9ac2fe8b","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","de94be7a6f60774d861465078acb7e3c9ac2fe8b-0-dc1362fdd2205fa0f7ded7c2cb2c3c72512b6694"
"IPS (CDD/NIPCU)","",">N/A","2013-07","","","","","","","","","","2013-08","","","","","","","10","1","de94be7a6f60774d861465078acb7e3c9ac2fe8b-11-6595e074eb64073b6f00129113f57729ca12ec07","de94be7a6f60774d861465078acb7e3c9ac2fe8b","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","de94be7a6f60774d861465078acb7e3c9ac2fe8b-0-dc1362fdd2205fa0f7ded7c2cb2c3c72512b6694"
"PLCU","",">N/A","2013-07","","","","","","","","","","2013-10","","","","","","","10","3","de94be7a6f60774d861465078acb7e3c9ac2fe8b-12-9c58fb50d20acfffc05fc22841d29cc8ec170fbb","de94be7a6f60774d861465078acb7e3c9ac2fe8b","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","de94be7a6f60774d861465078acb7e3c9ac2fe8b-0-dc1362fdd2205fa0f7ded7c2cb2c3c72512b6694"
"Rudder Attachment Reliability Improvement","",">N/A","2012-10","","2013-10","","2014-10","","2015-10","","","","2012-11","2013-11","2014-11","2015-11","","","","1","1","de94be7a6f60774d861465078acb7e3c9ac2fe8b-13-961f85f8105a991aec6c93617cd4ab9bafdb9df3","de94be7a6f60774d861465078acb7e3c9ac2fe8b","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","de94be7a6f60774d861465078acb7e3c9ac2fe8b-0-dc1362fdd2205fa0f7ded7c2cb2c3c72512b6694"
"Nose Landing Gear Door Mechanism","",">N/A","","","2013-10","","2014-10","","2015-10","","","","","2013-11","2014-11","2015-11","","","","1","1","de94be7a6f60774d861465078acb7e3c9ac2fe8b-14-12da8257893ad7152b506bc3196cca8554b9f23d","de94be7a6f60774d861465078acb7e3c9ac2fe8b","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","de94be7a6f60774d861465078acb7e3c9ac2fe8b-0-dc1362fdd2205fa0f7ded7c2cb2c3c72512b6694"
"Drive Link/Prop Rotor Hub Spring","",">N/A","","","2014-03","","2015-03","","2016-03","2017-03","2018-03","2019-03","","2014-10","2015-10","2016-10","2017-10","2018-10","2019-10","6","7","de94be7a6f60774d861465078acb7e3c9ac2fe8b-15-58f5a556dc488906eb7ec1c5c3e9b32d3a1687a4","de94be7a6f60774d861465078acb7e3c9ac2fe8b","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","de94be7a6f60774d861465078acb7e3c9ac2fe8b-0-dc1362fdd2205fa0f7ded7c2cb2c3c72512b6694"
"Life Limited Airframe Corrections","",">N/A","","","","","2014-12","","2015-12","2016-12","2017-12","2018-12","","","2015-04","2016-04","2017-04","2018-04","2019-04","3","4","de94be7a6f60774d861465078acb7e3c9ac2fe8b-16-b76e618ad7524e947da54cf13a9d568de43e21e3","de94be7a6f60774d861465078acb7e3c9ac2fe8b","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","de94be7a6f60774d861465078acb7e3c9ac2fe8b-0-dc1362fdd2205fa0f7ded7c2cb2c3c72512b6694"
"AC Bus Tie Circuit Reliability Improvement","",">N/A","2013-07","","2014-07","","2015-07","","2016-07","2017-07","","","2013-10","2014-10","2015-10","2016-10","2017-10","","","10","3","de94be7a6f60774d861465078acb7e3c9ac2fe8b-17-295d346715880f6d4086f9b0fb541db1ed2fa572","de94be7a6f60774d861465078acb7e3c9ac2fe8b","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","de94be7a6f60774d861465078acb7e3c9ac2fe8b-0-dc1362fdd2205fa0f7ded7c2cb2c3c72512b6694"
"V-22 PRGB Imp Input Quill Wavespring","",">N/A","2013-07","","2014-07","","2015-07","","2016-07","2017-07","2018-07","","2013-10","2014-10","2015-10","2016-10","2017-10","2018-10","","10","3","de94be7a6f60774d861465078acb7e3c9ac2fe8b-18-a1ada5a29f8a0c8bc975182102764753802c0704","de94be7a6f60774d861465078acb7e3c9ac2fe8b","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","de94be7a6f60774d861465078acb7e3c9ac2fe8b-0-dc1362fdd2205fa0f7ded7c2cb2c3c72512b6694"
"EAPS Start Valve Block A/B/C","",">N/A","2013-01","","2014-01","","2015-01","","","","","","2013-04","2014-04","2015-04","","","","","4","3","de94be7a6f60774d861465078acb7e3c9ac2fe8b-19-0acb8f5e84a27b08c87890c4d8c75ff7418a4055","de94be7a6f60774d861465078acb7e3c9ac2fe8b","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","de94be7a6f60774d861465078acb7e3c9ac2fe8b-0-dc1362fdd2205fa0f7ded7c2cb2c3c72512b6694"
