"Name_val","Name_@footnote","Location_val","MinimumSustainingRate_val","MaximumProductionRate_val","Rate185_val","Rate185_@footnote","InitialQuantity_AdminLeadTimeBeforeOct1InMonths_val","InitialQuantity_AdminLeadTimeAfterOct1InMonths_val","InitialQuantity_ProductionLeadTimeAfterOct1InMonths_val","InitialQuantity_TotalLeadTimeAfterOct1InMonths_val","ReorderQuantity_AdminLeadTimeBeforeOct1InMonths_val","ReorderQuantity_AdminLeadTimeAfterOct1InMonths_val","ReorderQuantity_ProductionLeadTimeAfterOct1InMonths_val","ReorderQuantity_TotalLeadTimeAfterOct1InMonths_val","HistoryPlanningList_HistoryPlanning","@ROWID","@RECORDID","@PARENT","@PARENTROWID"
"DNMSS-G, GSM-ETI, GSM-O","","Various","","","","","","","","","","","","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-1a9bf304d88dd249583f9e79530180116f9ec357-0-8596d550a8581de22d4fa8008d6fd1915bc3531b","1a9bf304d88dd249583f9e79530180116f9ec357-0-f204764cc8fd403dbc78aab038fc10996a86eb68","1a9bf304d88dd249583f9e79530180116f9ec357","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement","1a9bf304d88dd249583f9e79530180116f9ec357-9-73406622309377e5a3e58c3ac28bdf4a1333e158"
"DNMSSG, GSM-ETI, GSM-O","","Various","","","","","","","","","","","","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-1a9bf304d88dd249583f9e79530180116f9ec357-0-0280dbce6736bfc8ab80e3149b5b2c30857a64cc","1a9bf304d88dd249583f9e79530180116f9ec357-0-2e0919b6441b79a5b12c496136daed0b7ca9f2c8","1a9bf304d88dd249583f9e79530180116f9ec357","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement","1a9bf304d88dd249583f9e79530180116f9ec357-10-7afa5865f830ea9bdc6b05dd7aeeb3ec730c56b8"
"DNMSS-G, GSM-ETI, GSM-O","","Various","","","","","","","","","","","","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-1a9bf304d88dd249583f9e79530180116f9ec357-0-a6ac6af199da9467d8484c565a5f1f118af22591","1a9bf304d88dd249583f9e79530180116f9ec357-0-e4e47e502e03a7c3886520d2894e485babca6008","1a9bf304d88dd249583f9e79530180116f9ec357","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement","1a9bf304d88dd249583f9e79530180116f9ec357-11-558daf283943cf1e5330e78dbfa16da6c3ebb012"
"Northrup Grumman","","Various","","","","","","","","","","","","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-1a9bf304d88dd249583f9e79530180116f9ec357-0-8052f0718d16355440036c30f362ba3c933ecacd","1a9bf304d88dd249583f9e79530180116f9ec357-0-b4d1d7c27d1bab08daa1478d5a206cdfcfc565f2","1a9bf304d88dd249583f9e79530180116f9ec357","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement","1a9bf304d88dd249583f9e79530180116f9ec357-12-0bd538f46349a58a54485238fe3d7f5391de710f"
"MYKOTRONX","","MD","","","","","","","","","","","","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-1a9bf304d88dd249583f9e79530180116f9ec357-0-fa7171a1cd86b1d332375599b8a04bac847432fc","1a9bf304d88dd249583f9e79530180116f9ec357-0-879f119919209929aaaa532e97e16810c98a2b11","1a9bf304d88dd249583f9e79530180116f9ec357","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement","1a9bf304d88dd249583f9e79530180116f9ec357-13-be8e86651b749857818145dd3274c31aa5ce4f96"
"NSA","","MD","","","","","","","","","","","","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-1a9bf304d88dd249583f9e79530180116f9ec357-0-e9269e6df76dd82916e93d795c3e9924274880fc","1a9bf304d88dd249583f9e79530180116f9ec357-0-80d8138402a5fd8d1479b8c2fe10b04b02bb28ca","1a9bf304d88dd249583f9e79530180116f9ec357","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement","1a9bf304d88dd249583f9e79530180116f9ec357-14-204c0e7dc1be5f504fc12ac4cbb9224bebd79e4e"
"General Dynamics","","Scottsdale, AZ","","","","","","","","","","","","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-1a9bf304d88dd249583f9e79530180116f9ec357-0-15930bc4bc537c43e18ede61cc5a5178caede4c3","1a9bf304d88dd249583f9e79530180116f9ec357-0-2210e23527e32e8fbaecd554ecd8575011e66656","1a9bf304d88dd249583f9e79530180116f9ec357","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement","1a9bf304d88dd249583f9e79530180116f9ec357-15-2e03bd1e739521e039c591689eca78e27b069fc7"
"GSM ETI","","Various","","","","","","","","","","","","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-1a9bf304d88dd249583f9e79530180116f9ec357-0-fd48b1ed51cab0773cbdcc8475ed922f63d53ed9","1a9bf304d88dd249583f9e79530180116f9ec357-0-699a61788be9bd517fe797e2106b25b498fb048a","1a9bf304d88dd249583f9e79530180116f9ec357","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement","1a9bf304d88dd249583f9e79530180116f9ec357-16-b961d433c68cb0a6beb46c492e16cdf8ecda4506"
"GSM ETI","","Various","","","","","","","","","","","","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-1a9bf304d88dd249583f9e79530180116f9ec357-0-1a9d498b65e29970c6fe23f7d7c406b3b8237375","1a9bf304d88dd249583f9e79530180116f9ec357-0-eef275b4f04d839a30056d0b2866d7d5d4bc8793","1a9bf304d88dd249583f9e79530180116f9ec357","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement","1a9bf304d88dd249583f9e79530180116f9ec357-17-efb02166a16fc51e60ba3b32563df2db8db2393c"
"GSM ETI","","Various","","","","","","","","","","","","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-1a9bf304d88dd249583f9e79530180116f9ec357-0-1c741a02ebd4d1e6922c7f4b7588942aadc830f5","1a9bf304d88dd249583f9e79530180116f9ec357-0-1189970ec6ab65729612bb0f9e13792bcf3af892","1a9bf304d88dd249583f9e79530180116f9ec357","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement","1a9bf304d88dd249583f9e79530180116f9ec357-18-e4f7af2cb3b3c4b1ed5b4cffd6fcfda1e34fcbb8"
"GSM ETI","","Various","","","","","","","","","","","","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-1a9bf304d88dd249583f9e79530180116f9ec357-0-a45764b32d8441ca9176ea7aa5b2c57d835b6921","1a9bf304d88dd249583f9e79530180116f9ec357-0-26236708f4c95bc778e8488ea9bdf00268bfb98f","1a9bf304d88dd249583f9e79530180116f9ec357","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement","1a9bf304d88dd249583f9e79530180116f9ec357-19-6178abfd3aaca788778ab272d9641fecbe1552af"
"GSM ETI","","Various","","","","","","","","","","","","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-1a9bf304d88dd249583f9e79530180116f9ec357-0-29b0d68bd8d44ba2033de295afcddb0cb66267c5","1a9bf304d88dd249583f9e79530180116f9ec357-0-a46ddc7891ae11f627f4ffe018743e06d1f610ad","1a9bf304d88dd249583f9e79530180116f9ec357","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement","1a9bf304d88dd249583f9e79530180116f9ec357-20-c0778aec8f61667ccc08ac6777c71f2e1b253e54"
"GSM ETI","","Various","","","","","","","","","","","","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-1a9bf304d88dd249583f9e79530180116f9ec357-0-ae82756f422a89f92e549864d546fa9e250836a7","1a9bf304d88dd249583f9e79530180116f9ec357-0-8043aa2d0d632ae52b12a6a30a7c51edf9d0fc22","1a9bf304d88dd249583f9e79530180116f9ec357","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement","1a9bf304d88dd249583f9e79530180116f9ec357-21-62272b94fac44bafb13c4c3abcc9025586004477"
"GSM ETI","","Various","","","","","","","","","","","","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-1a9bf304d88dd249583f9e79530180116f9ec357-0-9001c5a5f0c723d9b5f25e8f8901611697439e60","1a9bf304d88dd249583f9e79530180116f9ec357-0-c7d906b4d720e38455197d79799191951e6ccb11","1a9bf304d88dd249583f9e79530180116f9ec357","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement","1a9bf304d88dd249583f9e79530180116f9ec357-22-c144f9b007f42feb4d131e17e6b85982c7dce5e8"
"GSM ETI","","Various","","","","","","","","","","","","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-1a9bf304d88dd249583f9e79530180116f9ec357-0-2ca0ca7d8733d193acdb8359a4a579bed6ee1dc0","1a9bf304d88dd249583f9e79530180116f9ec357-0-04faa25bec6d3d68073f8458bd3b5b477f6a587a","1a9bf304d88dd249583f9e79530180116f9ec357","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement","1a9bf304d88dd249583f9e79530180116f9ec357-23-96435a37ea177219debb1b560f317269d1e76a40"
"GSM ETI","","Various","","","","","","","","","","","","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-1a9bf304d88dd249583f9e79530180116f9ec357-0-803d1979393111a2792a211379b51de56bd5aaa0","1a9bf304d88dd249583f9e79530180116f9ec357-0-836760cba00c79fe86fc5a4987e0280915ae8f28","1a9bf304d88dd249583f9e79530180116f9ec357","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement","1a9bf304d88dd249583f9e79530180116f9ec357-24-68c72c234d7a9ee17dd1300082baee7eabfeea9a"
"GSM ETI","","Various","","","","","","","","","","","","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-1a9bf304d88dd249583f9e79530180116f9ec357-0-e96c4c42444dfac49b2e4ad79d7825aa073be3f6","1a9bf304d88dd249583f9e79530180116f9ec357-0-f1fb3d2bab151b5be83ca63eae49e6de320833e2","1a9bf304d88dd249583f9e79530180116f9ec357","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement","1a9bf304d88dd249583f9e79530180116f9ec357-25-fe60230f9f51e66b94cc7d90c01f4b9a780f4c77"
"GSM ETI","","Various","","","","","","","","","","","","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-1a9bf304d88dd249583f9e79530180116f9ec357-0-d95dfd4d6c10f6b00f9303c386aacf9ef6ee6d0f","1a9bf304d88dd249583f9e79530180116f9ec357-0-9e8ffa3c689d8b69294f75cb6f62a2d9773fea09","1a9bf304d88dd249583f9e79530180116f9ec357","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement","1a9bf304d88dd249583f9e79530180116f9ec357-44-b20be8c7db685faf4c2e4cfd385b172c6c355134"
"GSM ETI","","Various","","","","","","","","","","","","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-1a9bf304d88dd249583f9e79530180116f9ec357-0-708506f560a98f149919411773cb09614f25dc89","1a9bf304d88dd249583f9e79530180116f9ec357-0-49b1a288a8b2f4214387e874801ff7efa96f99dc","1a9bf304d88dd249583f9e79530180116f9ec357","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement","1a9bf304d88dd249583f9e79530180116f9ec357-51-0558ba6aff493aaecfc0b208f3c004edc360566a"
"GSM ETI","","Various","","","","","","","","","","","","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-1a9bf304d88dd249583f9e79530180116f9ec357-0-702a8697680cd9633ad9d0bda5eee03e42389b7d","1a9bf304d88dd249583f9e79530180116f9ec357-0-d246b99de63e33ced5af367ea7e1fd2f51b592d6","1a9bf304d88dd249583f9e79530180116f9ec357","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement","1a9bf304d88dd249583f9e79530180116f9ec357-52-d373374be9abf1169b4eeae0fde129afc438ae05"
"GSM ETI","","Various","","","","","","","","","","","","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-1a9bf304d88dd249583f9e79530180116f9ec357-0-8e9275fadc3c828bd9f81d9f467fec3477e14f04","1a9bf304d88dd249583f9e79530180116f9ec357-0-f440f7614fa597aaa1c972197ba1e980cb22234f","1a9bf304d88dd249583f9e79530180116f9ec357","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement","1a9bf304d88dd249583f9e79530180116f9ec357-53-2b5b87d0608fe35b1090cd27957b24753daaf3d8"
"GSM ETI","","Various","","","","","","","","","","","","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-1a9bf304d88dd249583f9e79530180116f9ec357-0-7e4013463abc4cce56f7023d7183d9e659c994fc","1a9bf304d88dd249583f9e79530180116f9ec357-0-5c37aa5a7118e46936ef37286dd119ed6b70ae4a","1a9bf304d88dd249583f9e79530180116f9ec357","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement","1a9bf304d88dd249583f9e79530180116f9ec357-54-8b76822e52454bce3fca208f320a685c578e47a7"
"GSM ETI","","Various","","","","","","","","","","","","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-1a9bf304d88dd249583f9e79530180116f9ec357-0-3488b0c80d74ce9193e120d04b7484553c09f457","1a9bf304d88dd249583f9e79530180116f9ec357-0-cb91fde5de1b1f472989adb7051c9b51bfebf3ee","1a9bf304d88dd249583f9e79530180116f9ec357","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement","1a9bf304d88dd249583f9e79530180116f9ec357-55-28e0688a4670911f47fc127f3c998dfdfd640af2"
"GSM ETI","","Various","","","","","","","","","","","","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-1a9bf304d88dd249583f9e79530180116f9ec357-0-49d12528ac203a467403ff5c042ab13e04400a6d","1a9bf304d88dd249583f9e79530180116f9ec357-0-2c4cade77d34d7a285b356f74247e1bac2ced155","1a9bf304d88dd249583f9e79530180116f9ec357","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement","1a9bf304d88dd249583f9e79530180116f9ec357-56-4f3def670e8cf15765bcc7e2e0169b21c46555c4"
"GSM ETI","","Various","","","","","","","","","","","","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-1a9bf304d88dd249583f9e79530180116f9ec357-0-b7c98df7d2038774aa90c5f4276218a82521ee6d","1a9bf304d88dd249583f9e79530180116f9ec357-0-a29772dd8cfeb3be6301d357adbe2252177bd29f","1a9bf304d88dd249583f9e79530180116f9ec357","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement","1a9bf304d88dd249583f9e79530180116f9ec357-57-a03c59ada0284f1e4fc9402a559fc0a536a735b2"
"GSM ETI","","Various","","","","","","","","","","","","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-1a9bf304d88dd249583f9e79530180116f9ec357-0-b111596a685568444f0b8fd4868cefa9058b6e17","1a9bf304d88dd249583f9e79530180116f9ec357-0-a4cc88eeac38a446c768ba8239c4afed45709025","1a9bf304d88dd249583f9e79530180116f9ec357","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement","1a9bf304d88dd249583f9e79530180116f9ec357-58-f28d528c8f4e8a7697599d1ec0efa511878331ac"
"GSM ETI","","Various","","","","","","","","","","","","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-1a9bf304d88dd249583f9e79530180116f9ec357-0-d642acb84a6a8873dda5c0dc1feede95b079c55c","1a9bf304d88dd249583f9e79530180116f9ec357-0-608e53ad737feac99d21ea9358b990691a195e47","1a9bf304d88dd249583f9e79530180116f9ec357","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement","1a9bf304d88dd249583f9e79530180116f9ec357-59-dbb9a6a7725e3d0d0aadda5d55537d535e44bebf"
"GSM ETI","","Various","","","","","","","","","","","","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-1a9bf304d88dd249583f9e79530180116f9ec357-0-5ecb2f24fba311172c55867b5255101d9152f24f","1a9bf304d88dd249583f9e79530180116f9ec357-0-d464ee56aeeabe9f075b16174c7fde32d22549c3","1a9bf304d88dd249583f9e79530180116f9ec357","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement","1a9bf304d88dd249583f9e79530180116f9ec357-60-4b89e38b9cbf52f928fad077dafcdaf80741a9c6"
"GSM ETI","","Various","","","","","","","","","","","","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-1a9bf304d88dd249583f9e79530180116f9ec357-0-4527775bb05a87d0ea377dea8a253897a929c2f5","1a9bf304d88dd249583f9e79530180116f9ec357-0-de54debae2963ca3b6444863c979969f246c140b","1a9bf304d88dd249583f9e79530180116f9ec357","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement","1a9bf304d88dd249583f9e79530180116f9ec357-61-7ea31725a4dc5093ef30fd11b2a7be57266f0781"
"GSM ETI","","Various","","","","","","","","","","","","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-1a9bf304d88dd249583f9e79530180116f9ec357-0-b1331f1dc1615ec089c82a72fff66f04757553b4","1a9bf304d88dd249583f9e79530180116f9ec357-0-0ed42b221d0d14c32beea1c0fcd426e6e89e0121","1a9bf304d88dd249583f9e79530180116f9ec357","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement","1a9bf304d88dd249583f9e79530180116f9ec357-62-d9ffd83c419dd398d5c4c298bbe610375e8a9a8a"
"GSM ETI","","Various","","","","","","","","","","","","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-1a9bf304d88dd249583f9e79530180116f9ec357-0-e8e09f6b371ea9cc9979b4cb055f947cb3a81006","1a9bf304d88dd249583f9e79530180116f9ec357-0-5e3af4e8b61531d78e61a0af5a6fee2cf7eee1e3","1a9bf304d88dd249583f9e79530180116f9ec357","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement","1a9bf304d88dd249583f9e79530180116f9ec357-63-ce683f770c23c304a46c7d0c5b15e9b8f9371e03"
"GSM ETI","","Various","","","","","","","","","","","","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-1a9bf304d88dd249583f9e79530180116f9ec357-0-d26c9082f92365f601108825cb58f0658d24bd0b","1a9bf304d88dd249583f9e79530180116f9ec357-0-4b7ef311fdf26d611483cffc514e145622eb4657","1a9bf304d88dd249583f9e79530180116f9ec357","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement","1a9bf304d88dd249583f9e79530180116f9ec357-64-8031bf28704a151d946039cb35e472a528e3faa1"
"GSM ETI","","Various","","","","","","","","","","","","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-1a9bf304d88dd249583f9e79530180116f9ec357-0-507ac089157cdc5b39514a3c8454635963c15343","1a9bf304d88dd249583f9e79530180116f9ec357-0-ff3bb34f43d220d203f0b17215921a0186cad459","1a9bf304d88dd249583f9e79530180116f9ec357","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement","1a9bf304d88dd249583f9e79530180116f9ec357-65-97d0eceacd16433f95cd187d2840be8c1ac0a207"
