"Name_val","Recurring_CostElementList_CostElement","Recurring_CategorySubtotal_TotalCost_AllPriorYears_val","Recurring_CategorySubtotal_TotalCost_PriorYear_val","Recurring_CategorySubtotal_TotalCost_BudgetYearOneBase_val","Recurring_CategorySubtotal_TotalCost_BudgetYearOneOCO_val","Recurring_CategorySubtotal_TotalCost_BudgetYearOne_val","Recurring_CategorySubtotal_TotalCost_CurrentYear_val","Recurring_CategorySubtotal_TotalCost_Total_val","Recurring_CategorySubtotal_TotalCost_BudgetYearTwo_val","Recurring_CategorySubtotal_TotalCost_BudgetYearThree_val","Recurring_CategorySubtotal_TotalCost_BudgetYearFour_val","Recurring_CategorySubtotal_TotalCost_BudgetYearFive_val","Recurring_CategorySubtotal_TotalCost_Continuing_val","Recurring_CategorySubtotal_TotalCost_ToComplete_val","CategorySubtotal_TotalCost_AllPriorYears_val","CategorySubtotal_TotalCost_PriorYear_val","CategorySubtotal_TotalCost_BudgetYearOneBase_val","CategorySubtotal_TotalCost_BudgetYearOneOCO_val","CategorySubtotal_TotalCost_BudgetYearOne_val","CategorySubtotal_TotalCost_CurrentYear_val","CategorySubtotal_TotalCost_ToComplete_val","CategorySubtotal_TotalCost_Total_val","CategorySubtotal_TotalCost_BudgetYearTwo_val","CategorySubtotal_TotalCost_BudgetYearThree_val","CategorySubtotal_TotalCost_BudgetYearFour_val","CategorySubtotal_TotalCost_BudgetYearFive_val","CategorySubtotal_TotalCost_Continuing_val","NonRecurring_CostElementList_CostElement","NonRecurring_CategorySubtotal_TotalCost_CurrentYear_val","NonRecurring_CategorySubtotal_TotalCost_BudgetYearOneBase_val","NonRecurring_CategorySubtotal_TotalCost_BudgetYearOne_val","NonRecurring_CategorySubtotal_TotalCost_PriorYear_val","NonRecurring_CategorySubtotal_TotalCost_AllPriorYears_val","NonRecurring_CategorySubtotal_TotalCost_BudgetYearOneOCO_val","NonRecurring_CategorySubtotal_TotalCost_ToComplete_val","NonRecurring_CategorySubtotal_TotalCost_Total_val","NonRecurring_CategorySubtotal_TotalCost_Continuing_val","NonRecurring_CategorySubtotal_TotalCost_BudgetYearTwo_val","NonRecurring_CategorySubtotal_TotalCost_BudgetYearThree_val","NonRecurring_CategorySubtotal_TotalCost_BudgetYearFour_val","NonRecurring_CategorySubtotal_TotalCost_BudgetYearFive_val","@ROWID","@RECORDID","@PARENT","@PARENTROWID"
"OTHER AMPHIB SPECIALIZED EQUIPMENT","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList-5f09a7c7f290a90cd26e9d1ab39cd72f35344c5c-0-71877e3c67c499dd14ec58493d0b3ec76f0de049","6.35","11.861","8.187","","8.187","5.741","","","","","","","","6.35","11.861","8.187","","8.187","5.741","","","","","","","","","","","","","","","","","","","","","","5f09a7c7f290a90cd26e9d1ab39cd72f35344c5c-0-e9682a8c22639f6bde2c4a17eb82351407feb225","5f09a7c7f290a90cd26e9d1ab39cd72f35344c5c","root.record.ItemExhibitList.P5Item","5f09a7c7f290a90cd26e9d1ab39cd72f35344c5c-0-de7779b259ab7d384de7c9ef09567cca883c9c5e"
"MPF","","","","","","","","","","","","","","","0","","","","","","","","","","","","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList-5f09a7c7f290a90cd26e9d1ab39cd72f35344c5c-1-0cb0d0726a08a3a08a7470afd1306c053946ecb0","","","","","0","","","","","","","","","5f09a7c7f290a90cd26e9d1ab39cd72f35344c5c-1-cb0cd1dabdd8f9c9e2be8a85e0d7d753b6d65d71","5f09a7c7f290a90cd26e9d1ab39cd72f35344c5c","root.record.ItemExhibitList.P5Item","5f09a7c7f290a90cd26e9d1ab39cd72f35344c5c-0-de7779b259ab7d384de7c9ef09567cca883c9c5e"
"SW003: LANDING CRAFT UTILITY (LCU) NAVIGATION UPGRADE","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList-62b5cc4ba9431cff2cc916be067c057452b6799e-0-4e9d9a3bc18efc06880df41bc27fc8dcbb01fcf1","1.479","","","","","","","","","","","","","1.479","","","","","","","","","","","","","","","","","","","","","","","","","","","62b5cc4ba9431cff2cc916be067c057452b6799e-0-75370d1aec8450d28f030fad0540dc6a4b09bcf7","62b5cc4ba9431cff2cc916be067c057452b6799e","root.record.ItemExhibitList.P5Item","62b5cc4ba9431cff2cc916be067c057452b6799e-0-61e44cf1cbeda56f745b4addbb48341bd8400c67"
"SW004: COASTAL BATTLEFIELD RECONNAISSANCE AND ANALYSIS (COBRA)","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList-62b5cc4ba9431cff2cc916be067c057452b6799e-1-14f9682370d414a02491e4387ae5038e4158088f","18.763","5.994","","","","8.359","","","","","","","","18.763","5.994","","","","8.359","","","","","","","","","","","","","","","","","","","","","","62b5cc4ba9431cff2cc916be067c057452b6799e-1-10e133b89a60b2ebb8cef87a87417b6358c13f89","62b5cc4ba9431cff2cc916be067c057452b6799e","root.record.ItemExhibitList.P5Item","62b5cc4ba9431cff2cc916be067c057452b6799e-0-61e44cf1cbeda56f745b4addbb48341bd8400c67"
"SW005: AMPHIBIOUS ASSAULT VEHICLE NAVIGATION UPGRADE","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList-62b5cc4ba9431cff2cc916be067c057452b6799e-2-8ea303cb0d711e4837320d537ead4c3fccb1a3df","5.765","0.405","","","","0.189","","","","","","","","5.765","0.405","","","","0.189","","","","","","","","","","","","","","","","","","","","","","62b5cc4ba9431cff2cc916be067c057452b6799e-2-9b11b9efbe2b375705de235d3ae59e74ff859bc8","62b5cc4ba9431cff2cc916be067c057452b6799e","root.record.ItemExhibitList.P5Item","62b5cc4ba9431cff2cc916be067c057452b6799e-0-61e44cf1cbeda56f745b4addbb48341bd8400c67"
"SW061: LANDING CRAFT AIR CUSHION (LCAC) AUTOPILOT UPGRADE","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList-62b5cc4ba9431cff2cc916be067c057452b6799e-3-a9518c6284111c9b82d70523f63704969e605d23","2.286","","","","","","","","","","","","","2.286","","","","","","","","","","","","","","","","","","","","","","","","","","","62b5cc4ba9431cff2cc916be067c057452b6799e-3-30f8cfc363de521bd8ea883e9dc7f88138d351a8","62b5cc4ba9431cff2cc916be067c057452b6799e","root.record.ItemExhibitList.P5Item","62b5cc4ba9431cff2cc916be067c057452b6799e-0-61e44cf1cbeda56f745b4addbb48341bd8400c67"
"","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList-6762cc8ad6c1da174872bc4059e00bac5a7927fd-0-5e63cff4fd19de7427786a44851b38b6a5927382","","","13.228","","13.228","","","","","","","","","","","13.228","","13.228","","","","","","","","","","","","","","","","","","","","","","","6762cc8ad6c1da174872bc4059e00bac5a7927fd-0-5fc166fb78eac77db255ca96ebb4d21f85ea9cde","6762cc8ad6c1da174872bc4059e00bac5a7927fd","root.record.ItemExhibitList.P5Item","6762cc8ad6c1da174872bc4059e00bac5a7927fd-1-8372d1fa24137cf53bd3a0dc8edfe2c74b34de5b"
"Trainers Cost","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList-6781fcaf595d0941b0c46cd6b1d2a1d73768dec5-0-ff65d948f8dd3d957a3852e40cfe223989561524","0.000","0.000","63.404","0.000","63.404","0.000","","","","","","","","0.000","0.000","63.404","0.000","63.404","0.000","","","","","","","","","","","","","","","","","","","","","","6781fcaf595d0941b0c46cd6b1d2a1d73768dec5-0-2f047906a7bd31866d73cfb734a7cd2b4c3caf16","6781fcaf595d0941b0c46cd6b1d2a1d73768dec5","root.record.ItemExhibitList.P5Item","6781fcaf595d0941b0c46cd6b1d2a1d73768dec5-0-58c60343d14a28762e1d76f01f1a00efffefd391"
"Hardware Cost Element Category","","","","","","","","","","","","","","","101.89","","","","","0.000","","","","","","","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList-6787c2e289f814c2d6d40b946736c44d0569b6f4-0-fdd9059641c768452fd467a7f77575fa38a50a97","0.000","","","","101.89","","","","","","","","","6787c2e289f814c2d6d40b946736c44d0569b6f4-0-ecf17a4004b635a8120ee57fa24fa26637f84173","6787c2e289f814c2d6d40b946736c44d0569b6f4","root.record.ItemExhibitList.P5Item","6787c2e289f814c2d6d40b946736c44d0569b6f4-0-7df065efba71fb9c31ec2cc2c05797c6bd1bb599"
"Hardware Cost Element Category","","","","","","","","","","","","","","","23.833","11.323","61.075","","61.075","6.977","","","","","","","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList-6787c2e289f814c2d6d40b946736c44d0569b6f4-0-9704b3acce96986ca979d6e12adccae43dd1db02","6.977","61.075","61.075","11.323","23.833","","","","","","","","","6787c2e289f814c2d6d40b946736c44d0569b6f4-0-3f8b20726566527a2ace559043387607a0a51dac","6787c2e289f814c2d6d40b946736c44d0569b6f4","root.record.ItemExhibitList.P5Item","6787c2e289f814c2d6d40b946736c44d0569b6f4-1-a0c8b205948f4bc0f7c9c5357e430c9c42719937"
"Hardware Cost Element Category","","","","","","","","","","","","","","","5.463","1.362","","","","0.000","","","","","","","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList-6787c2e289f814c2d6d40b946736c44d0569b6f4-0-3d75f4d1ea91eca5977032459d61fba59a6fdb8e","0.000","","","1.362","5.463","","","","","","","","","6787c2e289f814c2d6d40b946736c44d0569b6f4-0-49edbafabd54fbe2c44d8eceab8dee4af3863b3b","6787c2e289f814c2d6d40b946736c44d0569b6f4","root.record.ItemExhibitList.P5Item","6787c2e289f814c2d6d40b946736c44d0569b6f4-2-bf88c8088ac5fdd95a5a714eb62f5fad4a545479"
"(SE010) EAF Surfacing Equipment","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList-6796584fa38f504e2ba163b90180b47fa0107cfc-0-ff998cef4ad351feb375ee6e803b6a85c769c25b","178.769","29.3","","","","1.8","","","","","","","","178.769","29.3","","","","1.8","","","","","","","","","","","","","","","","","","","","","","6796584fa38f504e2ba163b90180b47fa0107cfc-0-9e35cfa9bcf1ec4b016322acc570fb62a0f64dd2","6796584fa38f504e2ba163b90180b47fa0107cfc","root.record.ItemExhibitList.P5Item","6796584fa38f504e2ba163b90180b47fa0107cfc-0-701a39dd1395126820271e3d1052f3e864e39762"
"(SE860) Acceptance Testing and Evaluation - Surfacing","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList-6796584fa38f504e2ba163b90180b47fa0107cfc-1-ae0bc4946f69d5b89653deba0eb4a171aad139da","2.796","1.246","","","","0.117","","","","","","","","2.796","1.246","","","","0.117","","","","","","","","","","","","","","","","","","","","","","6796584fa38f504e2ba163b90180b47fa0107cfc-1-aff9a355aee12d715d86a1d3d0a40fbea0c45880","6796584fa38f504e2ba163b90180b47fa0107cfc","root.record.ItemExhibitList.P5Item","6796584fa38f504e2ba163b90180b47fa0107cfc-0-701a39dd1395126820271e3d1052f3e864e39762"
"(SE010) EAF Lighting Equipment","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList-6796584fa38f504e2ba163b90180b47fa0107cfc-2-6d693ba3a8bb28699a8acf04e47dd454ee6bc0f3","36.756","0.4","","","","0.647","","","","","","","","36.756","0.4","","","","0.647","","","","","","","","","","","","","","","","","","","","","","6796584fa38f504e2ba163b90180b47fa0107cfc-2-018c6d0180ff21d45284239920094e5c420fc0dd","6796584fa38f504e2ba163b90180b47fa0107cfc","root.record.ItemExhibitList.P5Item","6796584fa38f504e2ba163b90180b47fa0107cfc-0-701a39dd1395126820271e3d1052f3e864e39762"
"Acceptance Testing - Lighting","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList-6796584fa38f504e2ba163b90180b47fa0107cfc-3-618b9a9367b3b93d5e057ef7cb0f7f4f0d0badd2","2.183","0.285","","","","","","","","","","","","2.183","0.285","","","","","","","","","","","","","","","","","","","","","","","","","","6796584fa38f504e2ba163b90180b47fa0107cfc-3-3b86c5940f7f9443e06dc7c0951dc7848cc78ee9","6796584fa38f504e2ba163b90180b47fa0107cfc","root.record.ItemExhibitList.P5Item","6796584fa38f504e2ba163b90180b47fa0107cfc-0-701a39dd1395126820271e3d1052f3e864e39762"
"(SE0210) EAF Arresting Gear","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList-6796584fa38f504e2ba163b90180b47fa0107cfc-4-3680967699eb56f4137bf7f10d1d22e994e5dbf5","11.647","0.076","","","","0.304","","","","","","","","11.647","0.076","","","","0.304","","","","","","","","","","","","","","","","","","","","","","6796584fa38f504e2ba163b90180b47fa0107cfc-4-8b8d009769b247b9ffa2f8ff659d439c10030ba0","6796584fa38f504e2ba163b90180b47fa0107cfc","root.record.ItemExhibitList.P5Item","6796584fa38f504e2ba163b90180b47fa0107cfc-0-701a39dd1395126820271e3d1052f3e864e39762"
"Acceptance Testing - Arresting Gear","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList-6796584fa38f504e2ba163b90180b47fa0107cfc-5-2de77ba425b3e00b15f36eb24fdba3921da11ac3","2.103","0.025","","","","","","","","","","","","2.103","0.025","","","","","","","","","","","","","","","","","","","","","","","","","","6796584fa38f504e2ba163b90180b47fa0107cfc-5-df8f59b92d046b2d24918ed279709375b331584f","6796584fa38f504e2ba163b90180b47fa0107cfc","root.record.ItemExhibitList.P5Item","6796584fa38f504e2ba163b90180b47fa0107cfc-0-701a39dd1395126820271e3d1052f3e864e39762"
"","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList-67c874bacf7b9dca0b9d2602f0e7391636811051-0-b8d7470db04b9223c169ca498b1f0f05aeaf6ea8","293.402","8.177","3.87","","3.87","2.098","","","","","","","","293.402","8.177","3.87","","3.87","2.098","","","","","","","","","","","","","","","","","","","","","","67c874bacf7b9dca0b9d2602f0e7391636811051-0-4f43817294927eae0b334f032157891b46b81f43","67c874bacf7b9dca0b9d2602f0e7391636811051","root.record.ItemExhibitList.P5Item","67c874bacf7b9dca0b9d2602f0e7391636811051-0-177f03453126bb93c77caff71d7705107d9f6cad"
"Hardware Cost Element Category","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList-6971613bea829a3c0e42304e66ee4faac38ba79c-0-68bc9746bdc32484fd4b8d9947f6f769a3c040ff","","3.766","4.521","","4.521","8.658","","","","","","","","","3.766","4.521","","4.521","8.658","","","","","","","","","","","","","","","","","","","","","","6971613bea829a3c0e42304e66ee4faac38ba79c-0-065561a1aae8bea5fa231afc029761fed4af085f","6971613bea829a3c0e42304e66ee4faac38ba79c","root.record.ItemExhibitList.P5Item","6971613bea829a3c0e42304e66ee4faac38ba79c-1-ddf9277c15b9db8fa79c8ba0f5f87c4ac3d32b2a"
"Hardware Cost Element Category","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList-6971613bea829a3c0e42304e66ee4faac38ba79c-0-9d4a1b7248436f63e730afa00ccd63d6a6a13482","","7.347","9.755","","9.755","3.137","","","","","","","","","7.347","9.755","","9.755","3.137","","","","","","","","","","","","","","","","","","","","","","6971613bea829a3c0e42304e66ee4faac38ba79c-0-0967d49ccd78632b5423eaa294c6d6f880beb0c5","6971613bea829a3c0e42304e66ee4faac38ba79c","root.record.ItemExhibitList.P5Item","6971613bea829a3c0e42304e66ee4faac38ba79c-2-aa446b1c6a0b13152b0be57bb6a1bcd9197784de"
"S0020 MODIFICATIONS","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList-6b667b71980ba4393281c2092b3703e47e8f3422-0-039ee07e99b931e5379abb4e9f79a6339a363d4f","51.233","10.722","3.628","","3.628","9.667","","","","","","","","51.233","10.722","3.628","","3.628","9.667","","","","","","","","","","","","","","","","","","","","","","6b667b71980ba4393281c2092b3703e47e8f3422-0-db93df0cd2d54b38fd0b6e7b93d12416227dbdc6","6b667b71980ba4393281c2092b3703e47e8f3422","root.record.ItemExhibitList.P5Item","6b667b71980ba4393281c2092b3703e47e8f3422-0-658b40818e5c17a1c375a2272fa252309b8f2ad3"
"S0024 AN/AQS-24 Sonar","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList-6b667b71980ba4393281c2092b3703e47e8f3422-1-f198d91a15c7b56962454948bbd9fa05d570f97a","0.000","","19.524","","19.524","42.5","","","","","","","","0.000","","19.524","","19.524","42.5","","","","","","","","","","","","","","","","","","","","","","6b667b71980ba4393281c2092b3703e47e8f3422-1-16d57fa07dddcdf8bab1d9aaad91c99ef12ce8ce","6b667b71980ba4393281c2092b3703e47e8f3422","root.record.ItemExhibitList.P5Item","6b667b71980ba4393281c2092b3703e47e8f3422-0-658b40818e5c17a1c375a2272fa252309b8f2ad3"
"S0061 - MK-105 MOD 4","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList-6b667b71980ba4393281c2092b3703e47e8f3422-2-0e0e9db932e44ab9a08889997126f33224dd6bc5","20","","","","","","","","","","","","","20","","","","","","","","","","","","","","","","","","","","","","","","","","","6b667b71980ba4393281c2092b3703e47e8f3422-2-9deacd94d0e78f97c587ec95ba5fbd7bee3d1cff","6b667b71980ba4393281c2092b3703e47e8f3422","root.record.ItemExhibitList.P5Item","6b667b71980ba4393281c2092b3703e47e8f3422-0-658b40818e5c17a1c375a2272fa252309b8f2ad3"
"S0065 - UNIT COST - AMNS","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList-6b667b71980ba4393281c2092b3703e47e8f3422-3-31ebd4ebacf1964f5affbda436d51b0eb7c58d0d","40.272","2.8","","","","22.45","","","","","","","","40.272","2.8","","","","22.45","","","","","","","","","","","","","","","","","","","","","","6b667b71980ba4393281c2092b3703e47e8f3422-3-e9120210e7e1d0d5350ed273ab67b9e0d223fa38","6b667b71980ba4393281c2092b3703e47e8f3422","root.record.ItemExhibitList.P5Item","6b667b71980ba4393281c2092b3703e47e8f3422-0-658b40818e5c17a1c375a2272fa252309b8f2ad3"
"S0074- UNIT COST - AQS-20A","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList-6b667b71980ba4393281c2092b3703e47e8f3422-4-00499f7f8169758736c232e03596717e692641f3","103.351","","","","","","","","","","","","","103.351","","","","","","","","","","","","","","","","","","","","","","","","","","","6b667b71980ba4393281c2092b3703e47e8f3422-4-93db302af8566ea53e4f16895661bdc037e4d59a","6b667b71980ba4393281c2092b3703e47e8f3422","root.record.ItemExhibitList.P5Item","6b667b71980ba4393281c2092b3703e47e8f3422-0-658b40818e5c17a1c375a2272fa252309b8f2ad3"
"S0075- UNIT COST- ALMDS","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList-6b667b71980ba4393281c2092b3703e47e8f3422-5-14857a4bce05255f29e9556451d5dbd7907a67ed","64.152","32.03","","","","10.237","","","","","","","","64.152","32.03","","","","10.237","","","","","","","","","","","","","","","","","","","","","","6b667b71980ba4393281c2092b3703e47e8f3422-5-c7fb5d6b1e11cd46479948bc2b3139bc5f6e7e5a","6b667b71980ba4393281c2092b3703e47e8f3422","root.record.ItemExhibitList.P5Item","6b667b71980ba4393281c2092b3703e47e8f3422-0-658b40818e5c17a1c375a2272fa252309b8f2ad3"
"S0090 - OAMCM Support Equipment","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList-6b667b71980ba4393281c2092b3703e47e8f3422-6-54ed4879176235f7c297c739041a33b775264701","8.743","1.8","","","","1.2","","","","","","","","8.743","1.8","","","","1.2","","","","","","","","","","","","","","","","","","","","","","6b667b71980ba4393281c2092b3703e47e8f3422-6-7c36fc6e74dbe3d07b9737c7d2bedcde288a461b","6b667b71980ba4393281c2092b3703e47e8f3422","root.record.ItemExhibitList.P5Item","6b667b71980ba4393281c2092b3703e47e8f3422-0-658b40818e5c17a1c375a2272fa252309b8f2ad3"
"National Security Space (NSS) Industrial & Supply Base (ISB) Risk Mitigation Program","","","","","","","","","","","","","","","16.46","8.5","12.425","","12.425","14.5","","64.387","12.502","","","","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList-6b6aa5b20122c58a5b34e6c51e6b75f0b99cbede-0-ec34b0a724720bcb87defd97a0c8a2bf15170dbf","14.5","12.425","12.425","8.5","16.46","","","64.387","","12.502","","","","6b6aa5b20122c58a5b34e6c51e6b75f0b99cbede-0-f3405a278fb8d7c5a7502d1f13b96c0f8be4594d","6b6aa5b20122c58a5b34e6c51e6b75f0b99cbede","root.record.ItemExhibitList.P5Item","6b6aa5b20122c58a5b34e6c51e6b75f0b99cbede-0-7ba2e1dd8b344ce9a8a699523d43d4ea07bee233"
"Other","","","","","","","","","","","","","","","138.151","193.64","9.213","","9.213","45.635","","","10.435","18.408","19.452","21.026","true","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList-6b6aa5b20122c58a5b34e6c51e6b75f0b99cbede-1-4482180012e598b3a1da8596ad91f06b789f74f6","45.635","9.213","9.213","193.64","138.151","","","","true","10.435","18.408","19.452","21.026","6b6aa5b20122c58a5b34e6c51e6b75f0b99cbede-1-36d88e3571f9e7bd794941c1027e758c934d44f2","6b6aa5b20122c58a5b34e6c51e6b75f0b99cbede","root.record.ItemExhibitList.P5Item","6b6aa5b20122c58a5b34e6c51e6b75f0b99cbede-0-7ba2e1dd8b344ce9a8a699523d43d4ea07bee233"
"Hardware Cost Element Category","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList-6c83fcd173d9f0497b8d1b07c769baf820e64d78-0-a326f10ec924e491664b9615cf1164bd0c503400","","0.282","","","","","","","","","","","","","0.282","","","","","","","","","","","","","","","","","","","","","","","","","","6c83fcd173d9f0497b8d1b07c769baf820e64d78-0-9490436537d853844c37211096d246a09c5d7db5","6c83fcd173d9f0497b8d1b07c769baf820e64d78","root.record.ItemExhibitList.P5Item","6c83fcd173d9f0497b8d1b07c769baf820e64d78-0-8373b2344eeb2f5704c7b64dc85cc71e474c770b"
"Hardware Cost Element Category","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList-6c83fcd173d9f0497b8d1b07c769baf820e64d78-0-02ea92cd34e5a39290897afebafb1c95646cfd51","","7.901","10.895","","10.895","14.845","","","","","","","","","7.901","10.895","","10.895","14.845","","","","","","","","","","","","","","","","","","","","","","6c83fcd173d9f0497b8d1b07c769baf820e64d78-0-f83ffdc73e1551fcc2f13607bde0888689be3fee","6c83fcd173d9f0497b8d1b07c769baf820e64d78","root.record.ItemExhibitList.P5Item","6c83fcd173d9f0497b8d1b07c769baf820e64d78-2-8d6d5af74817916b86120a35201e97727e7ae5a8"
"Public Key Infrastructure","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList-6cd62a7c6d21f5268609f1834e50938d58c6abb9-0-cf0c230cf14f2b2b031c8668245f280217bbfb00","27.872","0.854","1.339","0.000","1.339","1.786","","","","","","","","27.872","0.854","1.339","0.000","1.339","2.228","","","","","","","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList-6cd62a7c6d21f5268609f1834e50938d58c6abb9-0-b0de3a5be6404fb7b3867e48647f3e6d97af1f4c","0.442","0.000","0.000","0.000","0.000","0.000","","","","","","","","6cd62a7c6d21f5268609f1834e50938d58c6abb9-0-2b2f495a63425ab8d04a4e11168b68e2350f1a5f","6cd62a7c6d21f5268609f1834e50938d58c6abb9","root.record.ItemExhibitList.P5Item","6cd62a7c6d21f5268609f1834e50938d58c6abb9-0-32f8c5afb742e8b6606744474c0390ca06f0d408"
"INSTALLATIONS","","","","","","","","","","","","","","","5.044","1.568","0.385","0.000","0.385","0.698","","","","","","","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList-6cd62a7c6d21f5268609f1834e50938d58c6abb9-1-cf48fbdcad4d2fff1817d10776a05ad2c7b90326","0.698","0.385","0.385","1.568","5.044","0.000","","","","","","","","6cd62a7c6d21f5268609f1834e50938d58c6abb9-1-f6fec65beaa6d5b4dc25ffbdf3d068ce5e57a207","6cd62a7c6d21f5268609f1834e50938d58c6abb9","root.record.ItemExhibitList.P5Item","6cd62a7c6d21f5268609f1834e50938d58c6abb9-0-32f8c5afb742e8b6606744474c0390ca06f0d408"
"","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList-703d61a439232bba8d3accf38b39c9c80f6917b9-0-876c6743027605d57d623905d09e18e0485d9662","","","6.328","","6.328","1.507","","","","","","","","","","6.346","","6.346","1.563","","","","","","","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList-703d61a439232bba8d3accf38b39c9c80f6917b9-0-57d200243ccae4136fbad8bee8be345bf2a5034d","0.056","0.018","0.018","","","","","","","","","","","703d61a439232bba8d3accf38b39c9c80f6917b9-0-b7ef7e2bfe190f6e1365041c022688a69f050525","703d61a439232bba8d3accf38b39c9c80f6917b9","root.record.ItemExhibitList.P5Item","703d61a439232bba8d3accf38b39c9c80f6917b9-0-039ae682dd5b013a71180f68c147cffd7186d48f"
"RM001 - REMOTE MINEHUNTING","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList-70603fe72e5bef5ef879495832ea433431cfb490-0-29866e2de5663ab0e3d8e909107f81a703c0b410","","","41.791","","41.791","","","","","","","","","","","41.791","","41.791","","","","","","","","","","","","","","","","","","","","","","","70603fe72e5bef5ef879495832ea433431cfb490-0-5f356aca7168372978604748f9f62eeb20387c11","70603fe72e5bef5ef879495832ea433431cfb490","root.record.ItemExhibitList.P5Item","70603fe72e5bef5ef879495832ea433431cfb490-0-8e6d4a4e885542e02c455d5aa1d441dcc875fe1d"
"","","","","","","","","","","","","","","","586.902","","181.09","","181.09","","","","","","","","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList-7086913cb7fb340c031920776299959509f83bd4-0-7015878fee6a0e6d1aa957dd78f426ce8b6caa42","","181.09","181.09","","586.902","","","","","","","","","7086913cb7fb340c031920776299959509f83bd4-0-7615278ebb3fb86f3a86c0a9b4559facc70ad5a3","7086913cb7fb340c031920776299959509f83bd4","root.record.ItemExhibitList.P5Item","7086913cb7fb340c031920776299959509f83bd4-0-0b602f2cae028c5a5c58e80a5b6be72a2421b0f5"
