"Name_val","Name_@footnote","Location_val","MinimumSustainingRate_val","MaximumProductionRate_val","Rate185_val","InitialQuantity_AdminLeadTimeBeforeOct1InMonths_val","InitialQuantity_AdminLeadTimeAfterOct1InMonths_val","InitialQuantity_ProductionLeadTimeAfterOct1InMonths_val","InitialQuantity_TotalLeadTimeAfterOct1InMonths_val","ReorderQuantity_AdminLeadTimeBeforeOct1InMonths_val","ReorderQuantity_AdminLeadTimeAfterOct1InMonths_val","ReorderQuantity_ProductionLeadTimeAfterOct1InMonths_val","ReorderQuantity_TotalLeadTimeAfterOct1InMonths_val","HistoryPlanningList_HistoryPlanning","@ROWID","@RECORDID","@PARENT","@PARENTROWID"
"Harris","","Palm Bay, Fl","","","","0","0","0","0","0","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-8d607a8d02c0aa9a5403829ea9ca02ac9b049de7-0-92ca5bde983b1f0ed99b23613666d4a836531a74","8d607a8d02c0aa9a5403829ea9ca02ac9b049de7-0-da46a208880ce60c3e22ebf8095d9758b79a51d2","8d607a8d02c0aa9a5403829ea9ca02ac9b049de7","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement","8d607a8d02c0aa9a5403829ea9ca02ac9b049de7-4-5ba252ee36ff3b567f04a3183140938a544f63a0"
"Northrop Grumman","","Herndon, VA","","","","0","0","0","0","0","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-8d607a8d02c0aa9a5403829ea9ca02ac9b049de7-0-9f5b28cd053b8d425e311215e3322710f17e0659","8d607a8d02c0aa9a5403829ea9ca02ac9b049de7-0-a8dbf4cf02e1eb652717f816a66622a99f53e6f4","8d607a8d02c0aa9a5403829ea9ca02ac9b049de7","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement","8d607a8d02c0aa9a5403829ea9ca02ac9b049de7-6-68bb388fed79dba3d23be9dd9331c4400d786212"
"Northrop Grumman","","Orlando, FL","","","","0","0","0","0","0","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-8d607a8d02c0aa9a5403829ea9ca02ac9b049de7-1-a94dd78fa4bcd1008f4cddb89140adfeec4b9764","8d607a8d02c0aa9a5403829ea9ca02ac9b049de7-1-28de8a527123537c9aeb63d135fd99490c71ea21","8d607a8d02c0aa9a5403829ea9ca02ac9b049de7","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement","8d607a8d02c0aa9a5403829ea9ca02ac9b049de7-6-68bb388fed79dba3d23be9dd9331c4400d786212"
"Harris","","Palm Bay, Fl","","","","0","0","0","0","0","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-8d607a8d02c0aa9a5403829ea9ca02ac9b049de7-0-714213e28b0d1309ad31e1969662da5f51a5b1b1","8d607a8d02c0aa9a5403829ea9ca02ac9b049de7-0-99eedfb18cdd02874bc8f674da318a5f5928bf96","8d607a8d02c0aa9a5403829ea9ca02ac9b049de7","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement","8d607a8d02c0aa9a5403829ea9ca02ac9b049de7-7-997bfa9fe7c57e3eac049ad0fb9479cb085d43de"
"Northrop Grumman","","Herndon, VA","","","","0","0","0","0","0","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-8d607a8d02c0aa9a5403829ea9ca02ac9b049de7-0-3b5c1f44ab1657d083af5af044f1cd6f45cdd598","8d607a8d02c0aa9a5403829ea9ca02ac9b049de7-0-1f3a623d0d5faab8abe18c1ba64368a05d5e6711","8d607a8d02c0aa9a5403829ea9ca02ac9b049de7","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement","8d607a8d02c0aa9a5403829ea9ca02ac9b049de7-8-f873fd5c32754faeb796bc8d3178fcb3b64a00bb"
"TBD","","TBD","","","","0","0","0","0","0","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-8d607a8d02c0aa9a5403829ea9ca02ac9b049de7-0-2683db809b0f2a8c8e182d25d7d74268c15699c7","8d607a8d02c0aa9a5403829ea9ca02ac9b049de7-0-26acc6655877470042900ff9bc803d833ad69eb9","8d607a8d02c0aa9a5403829ea9ca02ac9b049de7","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement","8d607a8d02c0aa9a5403829ea9ca02ac9b049de7-9-c2d2536a9f396f8487e82a54c4efb64b3aaa58fb"
"TBD","","TBD","","","","0","0","0","0","0","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-8d607a8d02c0aa9a5403829ea9ca02ac9b049de7-0-f1da144eae4ecaca59c066633d3fe6b19516c50d","8d607a8d02c0aa9a5403829ea9ca02ac9b049de7-0-70ea5339b9fbbfbb051827d109ea6eb20876bbe0","8d607a8d02c0aa9a5403829ea9ca02ac9b049de7","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement","8d607a8d02c0aa9a5403829ea9ca02ac9b049de7-10-9a3fbbd912fe84efe81e833a9a6b8105acacf550"
"TBD","","TBD","","","","0","0","0","0","0","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-8d607a8d02c0aa9a5403829ea9ca02ac9b049de7-0-275fca91efb7f41f77957b1f9355e8e99a25fd6c","8d607a8d02c0aa9a5403829ea9ca02ac9b049de7-0-d6c76c4e22f964d72dceb9505fc40e519b304805","8d607a8d02c0aa9a5403829ea9ca02ac9b049de7","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement","8d607a8d02c0aa9a5403829ea9ca02ac9b049de7-11-48129e1eeafa0b8ceb9411f1fa08fd13c3223e4d"
"CACI","","Arlington, VA","","","","0","0","0","0","0","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-8d607a8d02c0aa9a5403829ea9ca02ac9b049de7-0-bbae899be049d92eda1eec1797b16f7a2df40285","8d607a8d02c0aa9a5403829ea9ca02ac9b049de7-0-7ca3aba4d10c9f7afe77801ebe3d717e7aefc21f","8d607a8d02c0aa9a5403829ea9ca02ac9b049de7","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement","8d607a8d02c0aa9a5403829ea9ca02ac9b049de7-12-f88353850689ce9cb1f3b857b6cf300456ea582c"
"TBD","","TBD","","","","0","0","0","0","0","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-8d607a8d02c0aa9a5403829ea9ca02ac9b049de7-1-249e29d2611275fac196e1229ea15fd32f198e22","8d607a8d02c0aa9a5403829ea9ca02ac9b049de7-1-0b31fcb04bc2d38c25c288946603614b61eea9c7","8d607a8d02c0aa9a5403829ea9ca02ac9b049de7","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement","8d607a8d02c0aa9a5403829ea9ca02ac9b049de7-12-f88353850689ce9cb1f3b857b6cf300456ea582c"
"JHU/APL","","Laurel, MD","","","","0","0","0","0","0","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-8d607a8d02c0aa9a5403829ea9ca02ac9b049de7-0-414b3bee1f2c627af54904833d9eef90776d7f93","8d607a8d02c0aa9a5403829ea9ca02ac9b049de7-0-c4733228543602ce93d18d81144dbe061ca1a0f2","8d607a8d02c0aa9a5403829ea9ca02ac9b049de7","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement","8d607a8d02c0aa9a5403829ea9ca02ac9b049de7-15-c75961b27927557fc03440dcd234f56ae09ee80c"
"General Dynamics","","Taunton, MA","","","","0","0","0","0","0","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-8ec2cb4118fe18cd83d1c882bb209bdca1e3a9fb-0-9539bfc0257deb4a2c3cb483d9f932fca2909985","8ec2cb4118fe18cd83d1c882bb209bdca1e3a9fb-0-7dea33f51adfd21d5e6586cd1ef23985fb7c2cc4","8ec2cb4118fe18cd83d1c882bb209bdca1e3a9fb","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement","8ec2cb4118fe18cd83d1c882bb209bdca1e3a9fb-0-21abe076c2a45ca89ae787ad5575f7a65e7d5338"
"General Dynamics","","Tauton, MA","","","","0","0","0","0","0","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-8ec2cb4118fe18cd83d1c882bb209bdca1e3a9fb-0-df6560cf7350605e2e5665979e28d11995cdd25c","8ec2cb4118fe18cd83d1c882bb209bdca1e3a9fb-0-9855815e96490b8308080039a5ce4fb8326977ac","8ec2cb4118fe18cd83d1c882bb209bdca1e3a9fb","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement","8ec2cb4118fe18cd83d1c882bb209bdca1e3a9fb-0-a4adb91624c0236f35ae0b0bc2f867e3538fbf3f"
"General Dynamics","","Taunton, MA","","","","0","0","0","0","0","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-8ec2cb4118fe18cd83d1c882bb209bdca1e3a9fb-0-24a4a54ad533b0ee0221fb6008fa13da2ddab4de","8ec2cb4118fe18cd83d1c882bb209bdca1e3a9fb-0-dd0c9986b0aae008a6f5e19da0b6bf5c9944363e","8ec2cb4118fe18cd83d1c882bb209bdca1e3a9fb","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement","8ec2cb4118fe18cd83d1c882bb209bdca1e3a9fb-2-35e686d599d33ed73d6664b0db07d631273756fa"
"CHS","","Taunton, MA","","","","0","0","0","0","0","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-8f14f55a86d1af3b16dfdf46dfd8fa96d4c4918d-0-2fabb39798435e57259cd9f38084089fb00d897a","8f14f55a86d1af3b16dfdf46dfd8fa96d4c4918d-0-4f959ee52716af246d047cf8c82a6287ee9a3f0b","8f14f55a86d1af3b16dfdf46dfd8fa96d4c4918d","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement","8f14f55a86d1af3b16dfdf46dfd8fa96d4c4918d-0-831ff6a6d1ec07ed8bca6de0d685c1b7944ac7c9"
"CHS","","Taunton, MA","","","","0","0","0","0","0","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-8f14f55a86d1af3b16dfdf46dfd8fa96d4c4918d-0-788acb2ff9d64e2e95a36b9ab56cbfb0507faae1","8f14f55a86d1af3b16dfdf46dfd8fa96d4c4918d-0-323e129ffdc6131c75ff0c6cab20b9335b63226c","8f14f55a86d1af3b16dfdf46dfd8fa96d4c4918d","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement","8f14f55a86d1af3b16dfdf46dfd8fa96d4c4918d-1-ba58da0d002167e7c26fd6f5ffc0bf982786d799"
"Oshkosh Truck Corp.","","Oshkosh","315","2520","924","0","14","8","22","0","6","8","14","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-909f35c17e716d1b78bfab883d515754306ff261-0-9fd4f4c6e7fb8653387cbb663d5ff1f6397fb856","909f35c17e716d1b78bfab883d515754306ff261-0-6f2782af6af2fd7a98f6a3a1c11c5a52cb2ffb9b","909f35c17e716d1b78bfab883d515754306ff261","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement","909f35c17e716d1b78bfab883d515754306ff261-0-5626fa6c1b995b395cf17d38c21ef14347fb5eaa"
"Canadian Commercial Corp","","Ottawa","15","140","80","0","18","8","26","0","8","8","16","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-909f35c17e716d1b78bfab883d515754306ff261-0-028039872a0493222e6c6d4e9c55bc38fe631379","909f35c17e716d1b78bfab883d515754306ff261-0-b2b665e9e770dd1bf7d4938f6a3a52f05691bfe0","909f35c17e716d1b78bfab883d515754306ff261","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement","909f35c17e716d1b78bfab883d515754306ff261-0-a9e325aea2ff1ec7d83371fb3753bc8ac13dbcce"
"Oshkosh Corp (OSK)","","Oshkosh","315","2520","924","0","9","8","17","0","9","8","17","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-909f35c17e716d1b78bfab883d515754306ff261-0-b5e2e5ccf4d32fd9a18270482862478ae4cf44ec","909f35c17e716d1b78bfab883d515754306ff261-0-1cd72bb1ae3e28399e1d84d3397ea334dbe7e526","909f35c17e716d1b78bfab883d515754306ff261","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement","909f35c17e716d1b78bfab883d515754306ff261-0-a600d71251354e4e08c53e245d14d3e9b4741056"
"Oshkosh Corp (OSK)","","Oshkosh","315","2520","924","0","9","8","17","0","9","8","17","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-909f35c17e716d1b78bfab883d515754306ff261-0-06a2b64121c1140ef2309f03e38e5109bd46b7b2","909f35c17e716d1b78bfab883d515754306ff261-0-8e37f1b46e5de1bf037f250c1197d0ea90c11110","909f35c17e716d1b78bfab883d515754306ff261","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement","909f35c17e716d1b78bfab883d515754306ff261-0-67c7a597700383d9b1f11c26aff45021fccc6956"
"Ford Motor","","Dearborn, MI","1","20","1","0","2","5","7","0","1","5","6","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-917944db0789dfe477dfb0ce909c731e623e7b95-0-face25ff5896170a0340701de76181eddec5fe1a","917944db0789dfe477dfb0ce909c731e623e7b95-0-b3f90a0e55d0e00d522d766b3df094ba9846db34","917944db0789dfe477dfb0ce909c731e623e7b95","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement","917944db0789dfe477dfb0ce909c731e623e7b95-0-55f610b24982e561a119ae0efcd243c95863e7c1"
"TBS","","TBS","1","20","1","0","2","5","7","0","1","5","6","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-917944db0789dfe477dfb0ce909c731e623e7b95-1-7ac29611014df8bb07233c5d6e7e98b2b7454fb5","917944db0789dfe477dfb0ce909c731e623e7b95-1-98b9a3e3ba15fb5540a266fa5fac45bb51f0bf99","917944db0789dfe477dfb0ce909c731e623e7b95","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement","917944db0789dfe477dfb0ce909c731e623e7b95-0-55f610b24982e561a119ae0efcd243c95863e7c1"
"Multiple","","Mutliple","1","20","10","0","2","5","7","0","1","5","6","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-917944db0789dfe477dfb0ce909c731e623e7b95-0-2507a0abf0401a0f14cc0fe1e3a20298f774c202","917944db0789dfe477dfb0ce909c731e623e7b95-0-0611a08919e83d62129f235e0f867d164e755580","917944db0789dfe477dfb0ce909c731e623e7b95","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement","917944db0789dfe477dfb0ce909c731e623e7b95-1-adcad904f1ab048acf2b8b29aa23ca1ebedcc977"
"TBS","","TBS","1","20","1","0","2","5","7","0","1","5","6","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-917944db0789dfe477dfb0ce909c731e623e7b95-1-5562df45122b29430056885cf07fea8d1ea8d20a","917944db0789dfe477dfb0ce909c731e623e7b95-1-3588c1f1ff01d440f83cb41cad234c7cb9507f17","917944db0789dfe477dfb0ce909c731e623e7b95","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement","917944db0789dfe477dfb0ce909c731e623e7b95-1-adcad904f1ab048acf2b8b29aa23ca1ebedcc977"
"Multiple","","Mutliple","1","20","10","0","2","5","7","0","1","5","6","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-917944db0789dfe477dfb0ce909c731e623e7b95-0-4a9be71bd380001a9413d5eead08f5ec80aa3874","917944db0789dfe477dfb0ce909c731e623e7b95-0-9813b899c4d345c4c3bb01f22f7f70e2549a2e0e","917944db0789dfe477dfb0ce909c731e623e7b95","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement","917944db0789dfe477dfb0ce909c731e623e7b95-2-5dab3c31cea2f605fd7d1be04d24ee4721a70fa8"
"TBS","","TBS","1","20","1","0","2","5","7","0","1","5","6","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-917944db0789dfe477dfb0ce909c731e623e7b95-1-b5be04e24621bceaab17458e18b93aba745eb185","917944db0789dfe477dfb0ce909c731e623e7b95-1-b7e60af228957071f149229dee5fbc6276b06e43","917944db0789dfe477dfb0ce909c731e623e7b95","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement","917944db0789dfe477dfb0ce909c731e623e7b95-2-5dab3c31cea2f605fd7d1be04d24ee4721a70fa8"
"Brasada Northside Ford","","San Antonio, TX","1","20","1","0","2","5","7","0","1","5","6","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-917944db0789dfe477dfb0ce909c731e623e7b95-0-cfbbf6b7befaa92d192a13f7b97f67e0099702e2","917944db0789dfe477dfb0ce909c731e623e7b95-0-606f89807d908c5ccf32e06e5446eee749ddd7ee","917944db0789dfe477dfb0ce909c731e623e7b95","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement","917944db0789dfe477dfb0ce909c731e623e7b95-3-5b40a8ec08cc3f854ab77c92b35c72b4e81d3914"
"TBS","","TBS","1","20","1","0","2","5","7","0","1","5","6","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-917944db0789dfe477dfb0ce909c731e623e7b95-1-b88c5e923c082e6fb1eb7811429600a31761f22f","917944db0789dfe477dfb0ce909c731e623e7b95-1-84a840468725fe1375151de07329df55535198ab","917944db0789dfe477dfb0ce909c731e623e7b95","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement","917944db0789dfe477dfb0ce909c731e623e7b95-3-5b40a8ec08cc3f854ab77c92b35c72b4e81d3914"
"Iveco Sud-West Nutzfahrzeuge","","Germany","1","20","1","0","2","5","7","0","1","5","6","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-917944db0789dfe477dfb0ce909c731e623e7b95-0-73ff19f01d473f9abd770c1d2da4d5815c672574","917944db0789dfe477dfb0ce909c731e623e7b95-0-b1521b410711825ceed7a78a3337c8c972964b98","917944db0789dfe477dfb0ce909c731e623e7b95","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement","917944db0789dfe477dfb0ce909c731e623e7b95-4-fdba28f1e68d6b6179552deba607845c48970fb3"
"TBS","","TBS","1","20","1","0","2","5","7","0","1","5","6","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-917944db0789dfe477dfb0ce909c731e623e7b95-1-958014ff67bcbdc972bfc24144bd39e3806654f3","917944db0789dfe477dfb0ce909c731e623e7b95-1-69854379d3e670689acdb5da99a32ab5d09336e6","917944db0789dfe477dfb0ce909c731e623e7b95","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement","917944db0789dfe477dfb0ce909c731e623e7b95-4-fdba28f1e68d6b6179552deba607845c48970fb3"
"Multiple","","Mutliple","1","20","10","0","2","5","7","0","1","5","6","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-917944db0789dfe477dfb0ce909c731e623e7b95-0-7388d6ec21adfa92b8f592d1d4508256a12dcd0d","917944db0789dfe477dfb0ce909c731e623e7b95-0-97422c5ae2785aa00e416e93cdf8bd39ebb9f205","917944db0789dfe477dfb0ce909c731e623e7b95","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement","917944db0789dfe477dfb0ce909c731e623e7b95-5-b42cf52d4bfc54b8dc62c0c5e09035e1b77dce1c"
"TBS","","TBS","1","20","1","0","2","5","7","0","1","5","6","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-917944db0789dfe477dfb0ce909c731e623e7b95-1-795b769f1b30c72fee229483e04c79bde465fb4b","917944db0789dfe477dfb0ce909c731e623e7b95-1-14d7394366d4a32bbced3a3fa93aa0f89c12e626","917944db0789dfe477dfb0ce909c731e623e7b95","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement","917944db0789dfe477dfb0ce909c731e623e7b95-5-b42cf52d4bfc54b8dc62c0c5e09035e1b77dce1c"
"Brasada Northside Ford","","San Antonio, TX","1","20","1","0","2","5","7","0","1","5","6","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-917944db0789dfe477dfb0ce909c731e623e7b95-0-c9805cd03c2c8e8d1560bbcff4e2b1f3a59882a8","917944db0789dfe477dfb0ce909c731e623e7b95-0-e7d3fa8175be564ecce0f9b4ef3d349373585ab0","917944db0789dfe477dfb0ce909c731e623e7b95","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement","917944db0789dfe477dfb0ce909c731e623e7b95-6-ce635f8e9fc6db7bcaa6ab67233e45d53ca16657"
"TBS","","TBS","1","20","1","0","2","5","7","0","1","5","6","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-917944db0789dfe477dfb0ce909c731e623e7b95-1-3e5392d61419ae5d3c46fea1c29854899cfbedca","917944db0789dfe477dfb0ce909c731e623e7b95-1-4daf7ef14c5eac1738be66b85f8f1d2c0e0e23e5","917944db0789dfe477dfb0ce909c731e623e7b95","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement","917944db0789dfe477dfb0ce909c731e623e7b95-6-ce635f8e9fc6db7bcaa6ab67233e45d53ca16657"
