"@projectCategoryName","Cost_PriorYear_TotalCost_val","Cost_CurrentYear_TotalCost_val","Cost_BudgetYearOneBase_TotalCost_val","Cost_BudgetYearOne_TotalCost_val","Number_val","Title_val","CostElementList_Construction_PriorYear_TotalCost_val","CostElementList_Construction_CurrentYear_TotalCost_val","CostElementList_Construction_BudgetYearOneBase_TotalCost_val","CostElementList_Construction_BudgetYearOne_TotalCost_val","CostElementList_Construction_BudgetYearOneOCO_TotalCost_val","CostElementList_Equipment_PriorYear_TotalCost_val","CostElementList_Equipment_CurrentYear_TotalCost_val","CostElementList_Equipment_BudgetYearOneBase_TotalCost_val","CostElementList_Equipment_BudgetYearOne_TotalCost_val","CostElementList_Equipment_BudgetYearOneOCO_TotalCost_val","CostElementList_EquipmentInstallation_PriorYear_TotalCost_val","CostElementList_EquipmentInstallation_CurrentYear_TotalCost_val","CostElementList_EquipmentInstallation_BudgetYearOneBase_TotalCost_val","CostElementList_EquipmentInstallation_BudgetYearOne_TotalCost_val","CostElementList_EquipmentInstallation_BudgetYearOneOCO_TotalCost_val","CostElementList_ContractorSupport_PriorYear_TotalCost_val","CostElementList_ContractorSupport_CurrentYear_TotalCost_val","CostElementList_ContractorSupport_BudgetYearOneBase_TotalCost_val","CostElementList_ContractorSupport_BudgetYearOne_TotalCost_val","CostElementList_ContractorSupport_BudgetYearOneOCO_TotalCost_val","CostElementList_Other_BudgetYearOneBase_TotalCost_val","CostElementList_Other_BudgetYearOne_TotalCost_val","CostElementList_Other_CurrentYear_TotalCost_val","CostElementList_Other_PriorYear_TotalCost_val","CostElementList_Other_BudgetYearOneOCO_TotalCost_val","CostElementList_OtherInHouseSupport_CurrentYear_TotalCost_val","CostElementList_OtherInHouseSupport_PriorYear_TotalCost_val","CostElementList_OtherInHouseSupport_BudgetYearOneBase_TotalCost_val","CostElementList_OtherInHouseSupport_BudgetYearOne_TotalCost_val","CostElementList_OtherInHouseSupport_BudgetYearOneOCO_TotalCost_val","CostElementList_CorpsOfEngineersSupport_PriorYear_TotalCost_val","CostElementList_CorpsOfEngineersSupport_CurrentYear_TotalCost_val","EndItemSupportedModel_val","MilestoneList_InitialProjectAward_val","MilestoneList_FinalProjectAward_val","MilestoneList_ConstructionComplete_val","MilestoneList_EquipmentInstallationComplete_val","MilestoneList_ProveOutBegins_val","MilestoneList_ProveOutComplete_val","MilestoneList_FinalDesignComplete_val","MilestoneList_ConceptDesignComplete_val","NarrativeExplanation_val","@ROWID","@RECORDID","@PARENT","@PARENTROWID"
"Production Support","","","1.102","1.102","5163781","Building 3 East Charging Wing Heating, Ventilation and Air Conditioning (HVAC) Upgrade","","","","","","","","0.409","0.409","","","","0.648","0.648","","","","","","","0.045","0.045","","","","","","","","","","","5.56mm, 7.62mm, Cal .50","2016-03","2016-03","","2018-03","2018-04","2018-04","2016-11","","FY 2016 Base procurement dollars in the amount of $1.102 million support modernization to Building 3 East Charging Wing heating, ventilation and air conditioning (HVAC) at Lake City Army Ammunition Plant.  Existing equipment is obsolete.  Effort will evaluate, design and install a new HVAC system in Building 3 East Charging Wing.  Installation will consist of new modular air handler with filtration, preheat, chilled water cooling, reheat, and humidification.","e4c7f4c038a61d32e0461f1db9af36aa1b024169-8-9b30c0a6f64ef48cc2286ca104028f8c08c703fd","e4c7f4c038a61d32e0461f1db9af36aa1b024169","root.record.FacilityList.ProductionSupportFacility","e4c7f4c038a61d32e0461f1db9af36aa1b024169-2-090f68576afcbf7bb8bd30fd12ea174e8962095b"
"Production Support","","","3.607","3.607","5163708","Structural Upgrades (Buildings 1, 2, 3, and 35)","","","3.221","3.221","","","","","","","","","","","","","","","","","0.386","0.386","","","","","","","","","","","5.56mm, 7.62mm, .Cal .50, Enhanced Performing Rounds (EPRs), Links","2016-03","2016-03","2017-09","","2017-11","2017-11","2016-11","","FY 2016 Base procurement dollars in the amount of $3.607 million supports this effort to correct structural deficiencies found in Buildings 1, 2, 3, and 35 at Lake City Army Ammunition Plant.  Based on a Building Structural Evaluation Study, these buildings are structurally unsafe.  This effort will include design and correction of structural deficiencies.  This effort will also ensure the safety of personnel, protect production equipment, and assure Lake City AAP complies with Occupational Safety and Health Administration, National Fire Protection Agency, National Electrical Code, and Building Codes.","e4c7f4c038a61d32e0461f1db9af36aa1b024169-9-38c0dfccbb8b769fb5dbd23c93a495bc1dc95eec","e4c7f4c038a61d32e0461f1db9af36aa1b024169","root.record.FacilityList.ProductionSupportFacility","e4c7f4c038a61d32e0461f1db9af36aa1b024169-2-090f68576afcbf7bb8bd30fd12ea174e8962095b"
"Production Support","","","7.582","7.582","5163715","Building 16 Aerator Upgrade, Water Well Replacement","","","0.51","0.51","","","","5.41","5.41","","","","1.539","1.539","","","","","","","0.123","0.123","","","","","","","","","","","5.56mm, 7.62mm, Cal .50","2016-03","2016-03","2017-03","2017-03","2017-04","2017-04","2016-11","","FY 2016 Base procurement dollars in the amount of $7.582 million support modernization upgrades to Building 16 aerator at Lake City Army Ammunition Plant.  Efforts include evaluation, design, and replacement of internal components, motors and fans, and potable water wells.  Project will also upgrade the main collection lines from the well houses and install take-out cleaning stations, and upgrades to the well water control system.  This project will eliminate requirement for five air strippers located around the plant and facilitate the maintenance of adequate water supplies for production.","e4c7f4c038a61d32e0461f1db9af36aa1b024169-10-a208b140440a47a21d810afb998395f01a8bee44","e4c7f4c038a61d32e0461f1db9af36aa1b024169","root.record.FacilityList.ProductionSupportFacility","e4c7f4c038a61d32e0461f1db9af36aa1b024169-2-090f68576afcbf7bb8bd30fd12ea174e8962095b"
"Production Support","","9.165","","","5153933","Install Occupational Safety and Health Administration (OSHA) Guarding","","","","","","","2.261","","","","","6.41","","","","","","","","","","","0.321","","","0.173","","","","","","","5.56mm, 7.62mm, Cal .50","2015-05","2015-05","","2018-04","2018-05","2018-05","2016-11","","Procurement dollars in the amount of $9.165 million support continued installation of Occupational Safety and Health Administration (OSHA) guards on machinery and equipment to comply with current regulations at Lake City Army Ammunition Plant.  Production equipment to be guarded will include lead rope forming presses, wash barrels, oilers, washers, case lines, bullet lines, priming machines, loading machines, Cartridge Case Measurement Ejection System, packing lines, palletizers, can printers and tip identification machines.  Material handling conveyors will also be guarded.  The new machine guarding will be fully compliant with current OSHA Guarding Regulation 1910.212, Subpart O - 2004.  This project will reduce operator risk of injury or death.","e4c7f4c038a61d32e0461f1db9af36aa1b024169-11-1d6c24ca642fbf726023c68feaa35f48419578e1","e4c7f4c038a61d32e0461f1db9af36aa1b024169","root.record.FacilityList.ProductionSupportFacility","e4c7f4c038a61d32e0461f1db9af36aa1b024169-2-090f68576afcbf7bb8bd30fd12ea174e8962095b"
"Production Support","11.681","7","12.631","12.631","51X2736","Construct New Nitrocellulose (NC) Facility","7.844","6.25","9.55","9.55","","","","","","","","","","","","","","","","","3.081","3.081","0.75","3.287","","","0.55","","","","","","Propellants for Large, Medium, and Small Cal Munitions","2013-12","2016-03","2015-12","","2016-12","2016-12","2015-08","","FY 2016 Base procurement dollars in the amount of $12.631 million support effort to continue the modernization and construction of a new, right-sized facility to produce high quality Nitrocellulose (NC) at Radford Army Ammunition Plant.  The current NC facility has exceeded its useful life and experienced as many as 70 failures in 12 months.  This phase supports the design and construction of the deep foundations required for the new NC facility.","e4c7f4c038a61d32e0461f1db9af36aa1b024169-0-b3bfe57e5f725bcf41f8b7ddc64f033168eb5a19","e4c7f4c038a61d32e0461f1db9af36aa1b024169","root.record.FacilityList.ProductionSupportFacility","e4c7f4c038a61d32e0461f1db9af36aa1b024169-3-2990a3ae98b88ffcfe467d09146128e246773fbb"
"Production Support","2.601","","","","5143566","Upgrade Pumps, Water Plant (Building 409)","","","","","","1.807","","","","","0.544","","","","","","","","","","","","","0.25","","","","","","","","","Propellants for Large, Medium, and Small Cal Munitions","2014-07","2015-01","","2016-07","2016-08","2016-08","2015-01","","Procurement dollars in the amount of $2.601 million support this effort to modernize and replace both finished and raw water pumps and valves at Radford Army Ammunition Plant (AAP).  This project ensures the water treatment operations continue to provide required filtered water for production processes, fire water and two drinking water plants.","e4c7f4c038a61d32e0461f1db9af36aa1b024169-1-de607491c480af8c230e15885ee2aedb1d21fa18","e4c7f4c038a61d32e0461f1db9af36aa1b024169","root.record.FacilityList.ProductionSupportFacility","e4c7f4c038a61d32e0461f1db9af36aa1b024169-3-2990a3ae98b88ffcfe467d09146128e246773fbb"
"Production Support","15.165","","","","5143407","Plant Operations, Request for Equitable Adjustment (REA)/Major Maintenance","","","","","","","","","","","","","","","","","","","","","","","","15.165","","","","","","","","","Propellants for Large, Medium, and Small Cal Munitions","2014-04","2014-10","","","","","2014-10","","Procurement dollars in the amount of $15.165 million support major maintenance activities, plant operations and Request for Equitable Adjustment (REA) claims at Radford Army Ammunition Plant.  Major maintenance activities include, but are not limited to, repair of the pyro acid tanks, ceiling repairs, rebuild of Chain # 2 coal elevator, repairs to dikes 709 and 4414, and rebuild of the dehydration presses.  The contractor submitted REAs on several aspects of the contract surrounding deficient equipment/processes, including deficient lead floors, steam leaks and trap replacement, water line breaks, and unrecovered environmental insurance premium.","e4c7f4c038a61d32e0461f1db9af36aa1b024169-2-c8b9b233d3834fcad3285112b08150d80fdfbabe","e4c7f4c038a61d32e0461f1db9af36aa1b024169","root.record.FacilityList.ProductionSupportFacility","e4c7f4c038a61d32e0461f1db9af36aa1b024169-3-2990a3ae98b88ffcfe467d09146128e246773fbb"
"Production Support","2.125","17.173","","","51X3727","Strong Nitric Acid (SNA) Tank Replacement","","","","","","","8","","","","","5.19","","","","","","","","","","","3.708","1.931","","0.275","0.194","","","","","","Propellants for Large, Medium, and Small Cal Munitions","2015-07","2015-07","","2016-07","2016-07","2016-09","2015-11","","Procurement dollars in the amount of $17.173 million support the second phase to upgrade and replace strong nitric acid tanks at Radford Army Ammunition Plant.  Efforts include construction of six strong nitric acid storage tanks, dikes, instrumentation, auxiliary equipment, fume abatement, plumbing to the battery location, and commissioning.","e4c7f4c038a61d32e0461f1db9af36aa1b024169-3-c40d954495b95b5013afd043a2f5fc53f99b4203","e4c7f4c038a61d32e0461f1db9af36aa1b024169","root.record.FacilityList.ProductionSupportFacility","e4c7f4c038a61d32e0461f1db9af36aa1b024169-3-2990a3ae98b88ffcfe467d09146128e246773fbb"
"Production Support","84.2","","","","5143724","Construct New Powerhouse Facility","25.5","","","","","15.32","","","","","25","","","","","2.064","","","","","","","","15.316","","","","","","","1","","Propellants for Large, Medium, and Small Cal Munitions","2014-05","2015-10","2018-05","2018-05","2018-06","2018-07","2016-11","","Procurement dollars in the amount of $84.200 million support construction of a new natural gas powerhouse facility at Radford Army Ammunition Plant (AAP).  The new powerhouse facility will satisfy current utility (electric and steam) demand and comply with new Maximum Achievable Control Technology (MACT) environmental regulations.  The existing Radford AAP coal fired powerhouse will not meet the new Hazardous Air Pollutant emissions standards and it has exceeded its operational useful life.","e4c7f4c038a61d32e0461f1db9af36aa1b024169-4-3370301bd8c77ec12dcd495e344071e918d0b3e1","e4c7f4c038a61d32e0461f1db9af36aa1b024169","root.record.FacilityList.ProductionSupportFacility","e4c7f4c038a61d32e0461f1db9af36aa1b024169-3-2990a3ae98b88ffcfe467d09146128e246773fbb"
"Production Support","","1.037","","","5153764","New Solvent Area Chiller","","","","","","","0.567","","","","","0.287","","","","","","","","","","","0.183","","","","","","","","","","Propellants for Large, Medium, and Small Cal Munitions","2015-01","2015-01","","2015-08","2015-08","2015-09","2015-04","","Procurement dollars in the amount of $1.037 million support modernization effort to install a standalone chiller system for the new Solvent Recovery and Rectification Facility at Radford Army Ammunition Plant.  Without this chiller, solvent streams from propellant production will not be able to be recovered and processed on site.","e4c7f4c038a61d32e0461f1db9af36aa1b024169-5-8f3f00489c41a19b9d9e5eecdaedf1625c961a70","e4c7f4c038a61d32e0461f1db9af36aa1b024169","root.record.FacilityList.ProductionSupportFacility","e4c7f4c038a61d32e0461f1db9af36aa1b024169-3-2990a3ae98b88ffcfe467d09146128e246773fbb"
"Production Support","","0.921","","","5153816","Solvent Propellant Manufacturing Facility (Preliminary Design)","","","","","","","","","","","","","","","","","","","","","","","0.921","","","","","","","","","","Propellants for Large, Medium, and Small Cal Munitions","2015-08","2015-08","","","","","2016-04","","Procurement dollars in the amount of $0.921 million support engineering and preliminary design efforts to improve the solvent propellant manufacturing process at Radford Army Ammunition Plant.  These efforts will identify modernization upgrades that can be incorporated into the production process in future years.  These improvements will reduce operating costs and enhance production efficiencies.","e4c7f4c038a61d32e0461f1db9af36aa1b024169-6-6b92459fb7a6829785d38561aa3f79eb17757616","e4c7f4c038a61d32e0461f1db9af36aa1b024169","root.record.FacilityList.ProductionSupportFacility","e4c7f4c038a61d32e0461f1db9af36aa1b024169-3-2990a3ae98b88ffcfe467d09146128e246773fbb"
"Production Support","","2.022","","","5153557","Electrical Distribution System Upgrades","","","","","","","0.827","","","","","0.775","","","","","","","","","","","0.42","","","","","","","","","","Propellants for Large, Medium, and Small Cal Munitions","2015-02","2015-02","","2016-04","2016-04","2016-11","2015-11","","Procurement dollars in the amount of $2.022 million support assessment of the existing electrical distribution system to optimize the electrical load on circuit breakers for current and future production requirements at Radford Army Ammunition Plant.  This project will also upgrade, replace and repair the obsolete electrical conductor circuits that service the new nitrocellulose facility.  The existing components have exceeded their useful life, experience failures and impact production continuity.","e4c7f4c038a61d32e0461f1db9af36aa1b024169-7-bed39614f6a1b66e3d1302c6d4dc983adf3d1735","e4c7f4c038a61d32e0461f1db9af36aa1b024169","root.record.FacilityList.ProductionSupportFacility","e4c7f4c038a61d32e0461f1db9af36aa1b024169-3-2990a3ae98b88ffcfe467d09146128e246773fbb"
"Production Support","","6.58","7.164","7.164","51X3735","Acid Area Improvements","","1.6","2.808","2.808","","","4","2.615","2.615","","","0.704","1.253","1.253","","","","","","","0.488","0.488","0.276","","","","","","","","","","Propellants for Large, Medium, and Small Cal Munitions","2015-04","2016-03","2017-07","2017-07","2017-07","2017-09","2016-09","","FY 2016 Base procurement dollars in the amount of $7.164 million support repair of critical bulk storage tanks and containment dikes in the acid area at Radford Army Ammunition Plant.  Bulk storage tanks vary in age and several existing tanks were installed in the 1940s.  Bulk storage capacity is required to handle sulfuric acid, oleum, strong nitric acid, weak nitric acid, and processed (pyro) acid.  The safe and reliable storage of acids is critical for nitrocellulose operations.  Containment dikes surrounding these bulk storage tanks have deteriorated and repairs are required to contain an acid release in the event of a catastrophic failure.","e4c7f4c038a61d32e0461f1db9af36aa1b024169-8-e2103928bdf23aa6e93c876f975cfbdbeba6cd6c","e4c7f4c038a61d32e0461f1db9af36aa1b024169","root.record.FacilityList.ProductionSupportFacility","e4c7f4c038a61d32e0461f1db9af36aa1b024169-3-2990a3ae98b88ffcfe467d09146128e246773fbb"
"Production Support","","","5.282","5.282","5163572","Upgrade Settling Basins (Building 409)","","","3.986","3.986","","","","","","","","","","","","","","","","","1.296","1.296","","","","","","","","","","","Propellants for Large, Medium, and Small Cal Munitions","2016-04","2016-04","2017-02","","2017-02","2017-03","2016-07","","FY 2016 Base procurement dollars in the amount of $5.282 million support repair of settling basins at Building 409 at Radford Army Ammunition Plant (AAP).  The filtered water plant's capability to satisfy the on-plant needs for process water, fire protection water and drinking water is essential to the continued operation of Radford AAP.","e4c7f4c038a61d32e0461f1db9af36aa1b024169-9-2486fd18071beafb3d232eb80c4c4e3527d8e2b1","e4c7f4c038a61d32e0461f1db9af36aa1b024169","root.record.FacilityList.ProductionSupportFacility","e4c7f4c038a61d32e0461f1db9af36aa1b024169-3-2990a3ae98b88ffcfe467d09146128e246773fbb"
"Production Support","","5.179","","","5163755","Plant Wide Dike Upgrades","","4.217","","","","","","","","","","","","","","","","","","","","","0.962","","","","","","","","","","Propellants for Large, Medium, and Small Cal Munitions","2015-06","2015-06","2016-05","","2016-05","2016-06","2015-06","","Procurement dollars in the amount of $5.179 million support modernization upgrades to various containment dikes throughout Radford Army Ammunition Plant.  Several containment dikes are in poor condition and in recent tank leaks, containment dikes have failed to adequately contain the liquid.  This project will eliminate ground contamination from deteriorated dikes, ensure personnel safety in the area and eliminate the potential for environmental fines.","e4c7f4c038a61d32e0461f1db9af36aa1b024169-10-b6de7fc9b122ff106e6b0a9333633d377b8c628e","e4c7f4c038a61d32e0461f1db9af36aa1b024169","root.record.FacilityList.ProductionSupportFacility","e4c7f4c038a61d32e0461f1db9af36aa1b024169-3-2990a3ae98b88ffcfe467d09146128e246773fbb"
