"Name_val","Name_@footnote","Cost_TotalCost_AllPriorYears_val","Cost_TotalCost_PriorYear_val","Cost_TotalCost_CurrentYear_val","Cost_TotalCost_BudgetYearOneBase_val","Cost_TotalCost_BudgetYearOne_val","Cost_TotalCost_BudgetYearOneOCO_val","Cost_TotalCost_ToComplete_val","Cost_TotalCost_Total_val","Cost_TotalCost_BudgetYearTwo_val","Cost_TotalCost_BudgetYearThree_val","Cost_TotalCost_BudgetYearFour_val","Cost_TotalCost_BudgetYearFive_val","Cost_TotalCost_Continuing_val","Cost_Quantity_AllPriorYears_val","Cost_Quantity_Total_val","Cost_Quantity_PriorYear_val","Cost_Quantity_CurrentYear_val","Cost_Quantity_BudgetYearOneBase_val","Cost_Quantity_BudgetYearOne_val","Cost_Quantity_BudgetYearTwo_val","Cost_Quantity_BudgetYearThree_val","Cost_Quantity_BudgetYearFour_val","Cost_Quantity_BudgetYearFive_val","Cost_Quantity_ToComplete_val","Cost_UnitCost_AllPriorYears_val","Cost_UnitCost_Total_val","Cost_UnitCost_PriorYear_val","Cost_UnitCost_CurrentYear_val","Cost_UnitCost_BudgetYearOneBase_val","Cost_UnitCost_BudgetYearOne_val","Cost_UnitCost_BudgetYearTwo_val","Cost_UnitCost_BudgetYearThree_val","Cost_UnitCost_BudgetYearFour_val","Cost_UnitCost_BudgetYearFive_val","Cost_UnitCost_ToComplete_val","Cost_BudgetYearOneBase_TotalCost_val","Cost_BudgetYearOneBase_UnitCost_val","Cost_BudgetYearOneBase_Quantity_val","Cost_BudgetYearOne_TotalCost_val","Cost_BudgetYearOne_UnitCost_val","Cost_BudgetYearOne_Quantity_val","Cost_AllPriorYears_TotalCost_val","Cost_AllPriorYears_UnitCost_val","Cost_AllPriorYears_Quantity_val","Cost_PriorYear_TotalCost_val","Cost_PriorYear_UnitCost_val","Cost_PriorYear_Quantity_val","Cost_CurrentYear_TotalCost_val","Cost_CurrentYear_UnitCost_val","Cost_CurrentYear_Quantity_val","Cost_BudgetYearOneOCO_TotalCost_val","Cost_BudgetYearOneOCO_UnitCost_val","Cost_BudgetYearOneOCO_Quantity_val","Cost_ToComplete_TotalCost_val","Cost_ToComplete_UnitCost_val","Cost_ToComplete_Quantity_val","Cost_Total_TotalCost_val","Cost_Total_UnitCost_val","Cost_Total_Quantity_val","Cost_BudgetYearTwo_TotalCost_val","Cost_BudgetYearTwo_UnitCost_val","Cost_BudgetYearTwo_Quantity_val","Cost_BudgetYearThree_TotalCost_val","Cost_BudgetYearThree_UnitCost_val","Cost_BudgetYearThree_Quantity_val","Cost_BudgetYearFour_TotalCost_val","Cost_BudgetYearFour_UnitCost_val","Cost_BudgetYearFour_Quantity_val","Cost_BudgetYearFive_TotalCost_val","Cost_BudgetYearFive_UnitCost_val","Cost_BudgetYearFive_Quantity_val","Cost_Continuing_val","Cost_Continuing_@footnote","AllPriorYearsDeliveries_val","ManufacturerList_Manufacturer","SubCostElementList_SubCostElement","Remarks_val","@ROWID","@RECORDID","@PARENT","@PARENTROWID"
"Publications/Technical Data","","4.4","3","3.75","4.5","4.5","","7.5","34.9","5.25","6","","0.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","d32843718d71c1a25e1b3b3e9a420541746a559a-3-2f512f921934b03ee6893d9b6abf5e15e2781b7a","d32843718d71c1a25e1b3b3e9a420541746a559a","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support","d32843718d71c1a25e1b3b3e9a420541746a559a-0-aaa6b15b15d4dd90e4965c3b2a8ec6424c77acb8"
"Diminishing Manufacturing Sources (DMS)","","11.409","1.677","0.5","2","2","","12","32.086","2","1","","1.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","d32843718d71c1a25e1b3b3e9a420541746a559a-4-303d6aa7ae95ae0e2a1b668a535ae24642aed12b","d32843718d71c1a25e1b3b3e9a420541746a559a","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support","d32843718d71c1a25e1b3b3e9a420541746a559a-0-aaa6b15b15d4dd90e4965c3b2a8ec6424c77acb8"
"Interim Contractor Support (ICS)","","10.125","4.5","0.75","4.5","4.5","","11.6","38.475","4.5","2.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","d32843718d71c1a25e1b3b3e9a420541746a559a-5-b6dd26114a4d0da2aff65f6880fc2a86df02243a","d32843718d71c1a25e1b3b3e9a420541746a559a","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support","d32843718d71c1a25e1b3b3e9a420541746a559a-0-aaa6b15b15d4dd90e4965c3b2a8ec6424c77acb8"
"Post Delivery Support","","6","3.8","1.5","1.5","1.5","","4.5","26.3","7.1","1.9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","d32843718d71c1a25e1b3b3e9a420541746a559a-6-59bef4c0ee272167cd607cb098c755b3a70165cf","d32843718d71c1a25e1b3b3e9a420541746a559a","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support","d32843718d71c1a25e1b3b3e9a420541746a559a-0-aaa6b15b15d4dd90e4965c3b2a8ec6424c77acb8"
"Interim Supply Support (ISS)","","42.284","11.188","31.71","47.004","47.004","","239.548","519.293","89.045","50.773","0.55","7.191","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","d32843718d71c1a25e1b3b3e9a420541746a559a-7-21ef9e11fc6110858627be289e7082cdba97bee3","d32843718d71c1a25e1b3b3e9a420541746a559a","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support","d32843718d71c1a25e1b3b3e9a420541746a559a-0-aaa6b15b15d4dd90e4965c3b2a8ec6424c77acb8"
"Data","","4.757","0.7","0.7","0.8","0.8","","0.000","7.957","1","0.000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","d32843718d71c1a25e1b3b3e9a420541746a559a-8-289d93c64d174fa6ca779fc653f3d0d7189c5854","d32843718d71c1a25e1b3b3e9a420541746a559a","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support","d32843718d71c1a25e1b3b3e9a420541746a559a-0-aaa6b15b15d4dd90e4965c3b2a8ec6424c77acb8"
"PMA Contractor Services","","2.56","0.708","0.268","1.863","1.863","","4.154","12.351","0.955","0.843","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","d32843718d71c1a25e1b3b3e9a420541746a559a-9-d34bf2b0158e0c56f4651d10100c8d5f4ac7c9e0","d32843718d71c1a25e1b3b3e9a420541746a559a","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support","d32843718d71c1a25e1b3b3e9a420541746a559a-0-aaa6b15b15d4dd90e4965c3b2a8ec6424c77acb8"
"PMA Government Costs","","0.7","0.749","0.043","0.3","0.3","","0.668","3","0.154","0.136","","0.25","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","d32843718d71c1a25e1b3b3e9a420541746a559a-10-f574d10756ca486b78bf3f0d6c26cb160c389a97","d32843718d71c1a25e1b3b3e9a420541746a559a","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support","d32843718d71c1a25e1b3b3e9a420541746a559a-0-aaa6b15b15d4dd90e4965c3b2a8ec6424c77acb8"
"Other Government Cost","","2.8","1.191","0.184","1.282","1.282","","2.859","9.553","0.657","0.58","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","d32843718d71c1a25e1b3b3e9a420541746a559a-11-c0bcd13a1f3a59cafb5a5e0b547959bf130d1883","d32843718d71c1a25e1b3b3e9a420541746a559a","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support","d32843718d71c1a25e1b3b3e9a420541746a559a-0-aaa6b15b15d4dd90e4965c3b2a8ec6424c77acb8"
"Program Support","","","","0.749","0.566","0.566","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","d5b7917858c3fcafbce18d34a6e0d998f774b7cb-0-717cc2aeb7034b79922151059eb582e4eea671ac","d5b7917858c3fcafbce18d34a6e0d998f774b7cb","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support","d5b7917858c3fcafbce18d34a6e0d998f774b7cb-0-0f65fc65e7296cb4d2920e98840847a6ecae8d9b"
"Program Support","","","","","0.232","0.232","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","d5b7917858c3fcafbce18d34a6e0d998f774b7cb-0-96beeffcd63ab1745d612b95124906408bf1b7aa","d5b7917858c3fcafbce18d34a6e0d998f774b7cb","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support","d5b7917858c3fcafbce18d34a6e0d998f774b7cb-0-798d66ff6295fa9ddf1ccf190b7f99d8fc35037d"
"Program Support","","","","0.282","0.639","0.639","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","d5b7917858c3fcafbce18d34a6e0d998f774b7cb-0-8e98329380ce5b37d91bf5c29fa81a4fc1e1c105","d5b7917858c3fcafbce18d34a6e0d998f774b7cb","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support","d5b7917858c3fcafbce18d34a6e0d998f774b7cb-0-72c6c96cca825dd43d7a5630af1222f03f818ca0"
"Program Mgmt (Gov't-Core)","","8","8.163","8.33","8.5","8.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","d5d31fee9447968ffe026b3ad36a6e70c8fb7627-0-a0e5cdfdf3b7d92bbc9c7baad7d03471c112574f","d5d31fee9447968ffe026b3ad36a6e70c8fb7627","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support","d5d31fee9447968ffe026b3ad36a6e70c8fb7627-0-23e3b4e1708f55d344f185325060ecdd1d3b5565"
"SETA (Contractor)","","7.2","8.04","7.5","7.5","7.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","d5d31fee9447968ffe026b3ad36a6e70c8fb7627-1-bf37e8b7ac132de7569cfbe90b2127c73b8993e5","d5d31fee9447968ffe026b3ad36a6e70c8fb7627","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support","d5d31fee9447968ffe026b3ad36a6e70c8fb7627-0-23e3b4e1708f55d344f185325060ecdd1d3b5565"
"SETA (Gov't-Mtx)","","2.281","2.45","3.318","3.5","3.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","d5d31fee9447968ffe026b3ad36a6e70c8fb7627-2-ec660931e886a540f783939b1e2c373b101706dc","d5d31fee9447968ffe026b3ad36a6e70c8fb7627","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support","d5d31fee9447968ffe026b3ad36a6e70c8fb7627-0-23e3b4e1708f55d344f185325060ecdd1d3b5565"
"Fielding","","","3.099","9.098","15.303","15.303","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","d5d31fee9447968ffe026b3ad36a6e70c8fb7627-3-a237e3a671c3e8943d6b89624c9e484413a377ba","d5d31fee9447968ffe026b3ad36a6e70c8fb7627","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support","d5d31fee9447968ffe026b3ad36a6e70c8fb7627-0-23e3b4e1708f55d344f185325060ecdd1d3b5565"
"New Equipment Training","","","0.846","1.43","6","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","d5d31fee9447968ffe026b3ad36a6e70c8fb7627-4-c5a919efc478ee367d9a3cc505127d30c898e02e","d5d31fee9447968ffe026b3ad36a6e70c8fb7627","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support","d5d31fee9447968ffe026b3ad36a6e70c8fb7627-0-23e3b4e1708f55d344f185325060ecdd1d3b5565"
"System Test and Eval","","","","6.598","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","d5d31fee9447968ffe026b3ad36a6e70c8fb7627-5-355375d25a065c1c96810a44837c417b5294aa7d","d5d31fee9447968ffe026b3ad36a6e70c8fb7627","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support","d5d31fee9447968ffe026b3ad36a6e70c8fb7627-0-23e3b4e1708f55d344f185325060ecdd1d3b5565"
"Publications Tech/Data","","","1.256","0.95","2.25","2.25","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","d5d31fee9447968ffe026b3ad36a6e70c8fb7627-6-a1531c4d91789b2342293c974aeab1cf9c9fb63d","d5d31fee9447968ffe026b3ad36a6e70c8fb7627","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support","d5d31fee9447968ffe026b3ad36a6e70c8fb7627-0-23e3b4e1708f55d344f185325060ecdd1d3b5565"
"Support Equipment","","104.749","0.115","0.175","0.175","0.175","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","d5d31fee9447968ffe026b3ad36a6e70c8fb7627-7-bf72e1b30e5ee535d23969fbcd3091a6d50aba7e","d5d31fee9447968ffe026b3ad36a6e70c8fb7627","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support","d5d31fee9447968ffe026b3ad36a6e70c8fb7627-0-23e3b4e1708f55d344f185325060ecdd1d3b5565"
"Post Deployment Software Support (PDSS)","","","","6.874","9","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","d5d31fee9447968ffe026b3ad36a6e70c8fb7627-8-1d8fdcb17a445e5ed3f30e5b728ea993f19e682b","d5d31fee9447968ffe026b3ad36a6e70c8fb7627","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support","d5d31fee9447968ffe026b3ad36a6e70c8fb7627-0-23e3b4e1708f55d344f185325060ecdd1d3b5565"
"Depot Support (RRAD, HSIF)","","","2.45","2.186","2.3","2.3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","d5d31fee9447968ffe026b3ad36a6e70c8fb7627-9-e1305bb65f9b80173014f028e28196eb67999fed","d5d31fee9447968ffe026b3ad36a6e70c8fb7627","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support","d5d31fee9447968ffe026b3ad36a6e70c8fb7627-0-23e3b4e1708f55d344f185325060ecdd1d3b5565"
"TiGR - Tactical Ground Reporting Syst","","20","13.617","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","d5d31fee9447968ffe026b3ad36a6e70c8fb7627-10-029de3b7ece118ac64224482ea57d7e91b0afb08","d5d31fee9447968ffe026b3ad36a6e70c8fb7627","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support","d5d31fee9447968ffe026b3ad36a6e70c8fb7627-0-23e3b4e1708f55d344f185325060ecdd1d3b5565"
"KGV-72 Encryption Device","","83.48","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","d5d31fee9447968ffe026b3ad36a6e70c8fb7627-11-f257fb2a878bd83662cd51574f8b50373e26ad6e","d5d31fee9447968ffe026b3ad36a6e70c8fb7627","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support","d5d31fee9447968ffe026b3ad36a6e70c8fb7627-0-23e3b4e1708f55d344f185325060ecdd1d3b5565"
"BFT-2 Ground","","","","","15.525","15.525","","","","","","","","","","","","","9000","9000","","","","","","","","","","1.725","1.725","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","d5d31fee9447968ffe026b3ad36a6e70c8fb7627-12-e161cb49cefe672bd2db9a210725e7c2f9d3b653","d5d31fee9447968ffe026b3ad36a6e70c8fb7627","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support","d5d31fee9447968ffe026b3ad36a6e70c8fb7627-0-23e3b4e1708f55d344f185325060ecdd1d3b5565"
"BFT-2 Aviation","","","8.99","5.603","2.068","2.068","","","","","","","","","","","","","450","450","","","","","","","","","","4.596","4.596","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","d5d31fee9447968ffe026b3ad36a6e70c8fb7627-13-f39b216fbb86d7a264c906aa12c33bdad7eaa097","d5d31fee9447968ffe026b3ad36a6e70c8fb7627","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support","d5d31fee9447968ffe026b3ad36a6e70c8fb7627-0-23e3b4e1708f55d344f185325060ecdd1d3b5565"
"2.1) Airframe PGSE","","82.976","32.722","53.756","9.649","9.649","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","d65af189eff26da1f3e1e7e45c5cc213158052d8-0-a33ffcf2d7f2f90a1e04beb9ecc0310d604b5f89","d65af189eff26da1f3e1e7e45c5cc213158052d8","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support","d65af189eff26da1f3e1e7e45c5cc213158052d8-0-b0784ef8f5e3d08a9134a59b45291a3c6cd8f741"
"2.2) Engine PGSE","","23.97","19.527","19.189","19.587","19.587","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","d65af189eff26da1f3e1e7e45c5cc213158052d8-1-ab0f198bfa8fc902a1fc0058fd981626f32768c5","d65af189eff26da1f3e1e7e45c5cc213158052d8","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support","d65af189eff26da1f3e1e7e45c5cc213158052d8-0-b0784ef8f5e3d08a9134a59b45291a3c6cd8f741"
"2.3) Avionics PGSE","","84.951","43.437","38.712","29.393","29.393","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","d65af189eff26da1f3e1e7e45c5cc213158052d8-2-0d5784575a3bd2f4cbcc19afe5a0500ff2124445","d65af189eff26da1f3e1e7e45c5cc213158052d8","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support","d65af189eff26da1f3e1e7e45c5cc213158052d8-0-b0784ef8f5e3d08a9134a59b45291a3c6cd8f741"
"2.4) Pec Trng Eq","","136.822","30.263","47.067","22.818","22.818","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","d65af189eff26da1f3e1e7e45c5cc213158052d8-3-26c8e8c3f1ad196658e731e79f01734dfe309594","d65af189eff26da1f3e1e7e45c5cc213158052d8","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support","d65af189eff26da1f3e1e7e45c5cc213158052d8-0-b0784ef8f5e3d08a9134a59b45291a3c6cd8f741"
"2.5) Pub/Tech Eq","","15.635","9.673","8.562","9.79","9.79","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","d65af189eff26da1f3e1e7e45c5cc213158052d8-4-46297e15dc047cc936b589caaa4031b9bcec6779","d65af189eff26da1f3e1e7e45c5cc213158052d8","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support","d65af189eff26da1f3e1e7e45c5cc213158052d8-0-b0784ef8f5e3d08a9134a59b45291a3c6cd8f741"
"2.6) Other ILS","Year-over-year increase in support cost is greater than OMB/OSD inflation rate of 1.8% due to site and squadron stand-up of aircraft, and ramp-up to full operational capability.","129.312","69.618","68.573","58.197","58.197","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","d65af189eff26da1f3e1e7e45c5cc213158052d8-5-024a68eb3663aa283301e63ed2e6c58b5cfcc18f","d65af189eff26da1f3e1e7e45c5cc213158052d8","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support","d65af189eff26da1f3e1e7e45c5cc213158052d8-0-b0784ef8f5e3d08a9134a59b45291a3c6cd8f741"
"2.7) Misc Support","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","d65af189eff26da1f3e1e7e45c5cc213158052d8-6-e23d9470d285d0d2bd632c35c69ea3a10f3e357a","d65af189eff26da1f3e1e7e45c5cc213158052d8","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support","d65af189eff26da1f3e1e7e45c5cc213158052d8-0-b0784ef8f5e3d08a9134a59b45291a3c6cd8f741"
"2.8) Prod Eng Supt","","71.639","39.877","34.973","55.394","55.394","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","d65af189eff26da1f3e1e7e45c5cc213158052d8-7-007fecbdd37cf553efdcb0995f4e76440ee05a2f","d65af189eff26da1f3e1e7e45c5cc213158052d8","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support","d65af189eff26da1f3e1e7e45c5cc213158052d8-0-b0784ef8f5e3d08a9134a59b45291a3c6cd8f741"
