"Name_val","Name_@footnote","CategoryList_Category","TotalCost_TotalCost_AllPriorYears_val","TotalCost_TotalCost_PriorYear_val","TotalCost_TotalCost_CurrentYear_val","TotalCost_TotalCost_BudgetYearOneBase_val","TotalCost_TotalCost_BudgetYearOneBase_@footnote","TotalCost_TotalCost_BudgetYearOneOCO_val","TotalCost_TotalCost_BudgetYearOne_val","TotalCost_TotalCost_BudgetYearTwo_val","TotalCost_TotalCost_BudgetYearThree_val","TotalCost_TotalCost_BudgetYearFour_val","TotalCost_TotalCost_BudgetYearFive_val","TotalCost_TotalCost_ToComplete_val","TotalCost_TotalCost_Total_val","TotalCost_TotalCost_Continuing_val","ModificationItemsIndicator_val","Remarks_val","OverallHistoryPlanningRemarks_val","@ROWID","@RECORDID","@PARENT","@PARENTROWID"
"ICSTF Program","","root.record.ItemExhibitList.P40AItemGroup.CategoryList-39f36dd8b660fec71395fb28bb042dd55cc058da-0-dd0421df281b51dccfc4735512c2eeeddda0f423","16.88","8.143","4.016","14.419","","","14.419","","","","","","","","","","","39f36dd8b660fec71395fb28bb042dd55cc058da-0-9f320deba2fc4f3c2eb5f648151bfb32877729aa","39f36dd8b660fec71395fb28bb042dd55cc058da","root","39f36dd8b660fec71395fb28bb042dd55cc058da-ffc5eaf5288c320764a1a3a7a37ea73a64032f3a"
"Naval Fires Control Sys","","root.record.ItemExhibitList.P40AItemGroup.CategoryList-3a268f7ff383855e7ebffacafd85b25ade364ecd-0-788824f614470a4f28220c1633a870990a878181","55.745","1.188","","","","","","","","","","","","","","","","3a268f7ff383855e7ebffacafd85b25ade364ecd-0-da66be91940d8426d4af95106d5dcb654d1225e8","3a268f7ff383855e7ebffacafd85b25ade364ecd","root","3a268f7ff383855e7ebffacafd85b25ade364ecd-3d5d670ff42a1684226acb0071f8f04e6840bae8"
"AGM-65D Maverick","","root.record.ItemExhibitList.P40AItemGroup.CategoryList-3aeeb4b208d31ea687c5cb807577a01745654c88-0-aee959da8c8d9029dd404d686a00f3d22cf2eaf7","0","0.276","0.276","9.639","","5.72","15.359","0.284","0.29","0.294","0.299","0","17.078","","true","","","3aeeb4b208d31ea687c5cb807577a01745654c88-0-7c8a735e1df4c98487571183c59b89447e0ba97c","3aeeb4b208d31ea687c5cb807577a01745654c88","root","3aeeb4b208d31ea687c5cb807577a01745654c88-48f60183e7a37500fbd3b8b537306bfbc8cd3451"
"LONG RANGE ATTACK PROJECTILE (LRLAP)","","root.record.ItemExhibitList.P40AItemGroup.CategoryList-3d6dbf081a781210bd1fa53e00210801a0855e50-0-1f19f072915fae0603670ca00e65b166d7be9bbe","6.553","4.687","113.092","11.596","","","11.596","","","","","","","","","","","3d6dbf081a781210bd1fa53e00210801a0855e50-0-d11e602f40c9224734d2b5c0ce207fd1fbef6458","3d6dbf081a781210bd1fa53e00210801a0855e50","root","3d6dbf081a781210bd1fa53e00210801a0855e50-c2898475491cc43a7918be469de74b3cd5e937e2"
"","","root.record.ItemExhibitList.P40AItemGroup.CategoryList-3e18911854bcaa71ba6e50d44f21fe0374b8569b-0-8ca48c68c180236a6e8251327150249c245ede21","116.703","3.593","2.296","2.805","","","2.805","","","","","","","","","","","3e18911854bcaa71ba6e50d44f21fe0374b8569b-0-f80253b2fa373627b8a25d321fdfb36a4800216f","3e18911854bcaa71ba6e50d44f21fe0374b8569b","root","3e18911854bcaa71ba6e50d44f21fe0374b8569b-9fcf9fd09e5155631a6dc4315dc4ba406bec0a13"
"Strategic Platform Support Equip","","root.record.ItemExhibitList.P40AItemGroup.CategoryList-3e7883dc9b3da908794ae48bad7a9a1986c8c3f1-0-08b95d6e035399f78ec1b1615dcc12d4b8d505c8","18.588","7.631","6.382","17.44","","","17.44","","","","","","","","","","","3e7883dc9b3da908794ae48bad7a9a1986c8c3f1-0-77c75fa1f1e89fbb2a76d8661a26e9390a9e4250","3e7883dc9b3da908794ae48bad7a9a1986c8c3f1","root","3e7883dc9b3da908794ae48bad7a9a1986c8c3f1-b2381dffc15c748015ea21e4bd35f4bdd9fda1b9"
"Submarine Training Device Mods","","root.record.ItemExhibitList.P40AItemGroup.CategoryList-3f2e3b404bcc688ebe674ca65123acdc9f2c0797-0-f133480bb8cde07af45e7a7696a0221c773493cd","0.001","","12.333","15.975","","","15.975","","","","","","","","","","","3f2e3b404bcc688ebe674ca65123acdc9f2c0797-0-ad8e6417c27fa09b8930738f7efe8d5e5284e12d","3f2e3b404bcc688ebe674ca65123acdc9f2c0797","root","3f2e3b404bcc688ebe674ca65123acdc9f2c0797-20b41a453582bbc6687a16c9617ee975a80f812a"
"Underwater Systems","","root.record.ItemExhibitList.P40AItemGroup.CategoryList-3fbc1d2dfaa2ac5c0cd55648149c834910f457f3-0-a16c6f38aba3d82168999c30b8ed995032a7319f","12.08","15.439","25.459","32.521","","","32.521","40.756","89.131","55.145","7.394","","","true","","","","3fbc1d2dfaa2ac5c0cd55648149c834910f457f3-0-5d0d893b8176d7627230109662333303e0e724ac","3fbc1d2dfaa2ac5c0cd55648149c834910f457f3","root","3fbc1d2dfaa2ac5c0cd55648149c834910f457f3-56fa380ac19b12e5797e57686ddbae62d2055240"
"Small Arms Ammunition","","root.record.ItemExhibitList.P40AItemGroup.CategoryList-4010db9d83b77a7285cf5111d994f0e8abeb4a0a-0-9531b2e5c1df896cdb037c46d6339982ddc70b85","274.565","28.254","41.183","46.848","","","46.848","","","","","","","","","","","4010db9d83b77a7285cf5111d994f0e8abeb4a0a-0-18be4be756068f405b1a7e57d3774e8d310c5b0f","4010db9d83b77a7285cf5111d994f0e8abeb4a0a","root","4010db9d83b77a7285cf5111d994f0e8abeb4a0a-25d2aeb6fcf4cbe627f96e4470b06419ad6f3475"
"Global Combat Support System","","root.record.ItemExhibitList.P40AItemGroup.CategoryList-4068084afa84a39b8a71b7e91e55905a40a04912-0-8c1bfc99b3f64eb3e14c25a8f69e7525de294a54","","3.038","","","","","","","","","","","","","","","","4068084afa84a39b8a71b7e91e55905a40a04912-0-c76aeba466cb4d6e68c6736d9501063db6981ddd","4068084afa84a39b8a71b7e91e55905a40a04912","root","4068084afa84a39b8a71b7e91e55905a40a04912-370fdf3ca6693e8f8808168aa68bb23ea4ec60c9"
"Logistics Support Activities","","root.record.ItemExhibitList.P40AItemGroup.CategoryList-4068084afa84a39b8a71b7e91e55905a40a04912-1-c0231a005fba432f15793e080d7fbc00063b44e6","0","0.696","0.696","0.796","","","0.796","","","","","","","","","","","4068084afa84a39b8a71b7e91e55905a40a04912-1-32125b16b70feff2314fe7e49d947a095223549f","4068084afa84a39b8a71b7e91e55905a40a04912","root","4068084afa84a39b8a71b7e91e55905a40a04912-370fdf3ca6693e8f8808168aa68bb23ea4ec60c9"
"Logistics Information Technology (LOGIT)","","root.record.ItemExhibitList.P40AItemGroup.CategoryList-4068084afa84a39b8a71b7e91e55905a40a04912-2-6b8ec2da14e88838ba77786490a668f83e057ce8","","3","2.974","24.719","","","24.719","","","","","","","","","","","4068084afa84a39b8a71b7e91e55905a40a04912-2-9f779fa41e47120b26107ca5aa50049cc9dfa90a","4068084afa84a39b8a71b7e91e55905a40a04912","root","4068084afa84a39b8a71b7e91e55905a40a04912-370fdf3ca6693e8f8808168aa68bb23ea4ec60c9"
"Financial Management Information Systems Development","","root.record.ItemExhibitList.P40AItemGroup.CategoryList-4068084afa84a39b8a71b7e91e55905a40a04912-3-c07d08209f4a1ebaa60947f084e6d61d75f69839","","5.941","","","","","","","","","","","","","","","","4068084afa84a39b8a71b7e91e55905a40a04912-3-aaf100fbfbf71b72877acbba6b8563dc3e5ed42a","4068084afa84a39b8a71b7e91e55905a40a04912","root","4068084afa84a39b8a71b7e91e55905a40a04912-370fdf3ca6693e8f8808168aa68bb23ea4ec60c9"
"","","root.record.ItemExhibitList.P40AItemGroup.CategoryList-40ca65b1383217b2fcc248d8979278996c43eebe-0-ada95df1817811ddda9ec99deccd30e344ccf9d7","152.681","12.423","8.337","6.181","","","6.181","","","","","","","","","","","40ca65b1383217b2fcc248d8979278996c43eebe-0-4067e809994417796c6edf64f046eb89384135f3","40ca65b1383217b2fcc248d8979278996c43eebe","root","40ca65b1383217b2fcc248d8979278996c43eebe-509579e288efec8920b209acdc3f0619179f8c15"
"","","root.record.ItemExhibitList.P40AItemGroup.CategoryList-4153f61a3967ce700d694c8d37ddd2912b485780-0-3388fca19e918466f9abda5f7a14c52d14fb7e28","89.101","1.509","5.265","9.136","","","9.136","","","","","","","","","","","4153f61a3967ce700d694c8d37ddd2912b485780-0-6aecd593bc018f5fb474a8182ee5786f5e9eff3c","4153f61a3967ce700d694c8d37ddd2912b485780","root","4153f61a3967ce700d694c8d37ddd2912b485780-eed69d597f8576d96fa05383f7e760aa638a2b1a"
"Submarine Communication Equipment","","root.record.ItemExhibitList.P40AItemGroup.CategoryList-41e2ebb1363e9a47928a2d47c274c7a68549a9f5-0-0058f6d2b350c8bd18c3673c3a32584a046b24c8","64.41","0.992","4.822","2.697","","","2.697","","","","","","","","","","","41e2ebb1363e9a47928a2d47c274c7a68549a9f5-0-84c5c37786390301acbb9c75cd15dac7938946c0","41e2ebb1363e9a47928a2d47c274c7a68549a9f5","root","41e2ebb1363e9a47928a2d47c274c7a68549a9f5-95af07c95712b202e3661a2a74d3a125c88a30dd"
"Atmospheric Early Warning System","","root.record.ItemExhibitList.P40AItemGroup.CategoryList-425e3a9634430a4fc2ae120833149a7954db0121-0-d326c9920fa665ed28604bd9d62414291b275a5e","109.125","5.042","3.97","0","","0","0","0","0","0","0","0","118.137","","true","","","425e3a9634430a4fc2ae120833149a7954db0121-0-a05b61a75aede24ac1023a4ce8ed4b3fd5119f70","425e3a9634430a4fc2ae120833149a7954db0121","root","425e3a9634430a4fc2ae120833149a7954db0121-4fa396b9ef9ed025946f3e8ff799ef3c3e5fc2bd"
"Weather Service","","root.record.ItemExhibitList.P40AItemGroup.CategoryList-425e3a9634430a4fc2ae120833149a7954db0121-1-fe5f10426641e2b3b9f58805f1590283b27a2a19","6.378","6.912","12.075","5.392","","0","5.392","11.421","9.334","8.905","9.064","4.472","73.953","","true","","","425e3a9634430a4fc2ae120833149a7954db0121-1-b33c90418a399bfd03597812512d408ea8d7cb71","425e3a9634430a4fc2ae120833149a7954db0121","root","425e3a9634430a4fc2ae120833149a7954db0121-4fa396b9ef9ed025946f3e8ff799ef3c3e5fc2bd"
"Air Traffic Control, Approach, and Landing System (ATCALS)","","root.record.ItemExhibitList.P40AItemGroup.CategoryList-425e3a9634430a4fc2ae120833149a7954db0121-2-7c3ce116406dfc64ec0ac34d759c6a9157cd8ffa","15.068","13.912","14.568","3.98","","0","3.98","12.889","5.38","1.218","1.239","0","68.254","","true","","","425e3a9634430a4fc2ae120833149a7954db0121-2-969b045e76958664b470286846ee9c64ab0027e9","425e3a9634430a4fc2ae120833149a7954db0121","root","425e3a9634430a4fc2ae120833149a7954db0121-4fa396b9ef9ed025946f3e8ff799ef3c3e5fc2bd"
"National Airspace System (NAS) Plan","","root.record.ItemExhibitList.P40AItemGroup.CategoryList-425e3a9634430a4fc2ae120833149a7954db0121-3-c120a5920afb067735afccd9b8dcb7618bd85cbe","0","0","0","0","","0","0","1.532","7.491","3.891","5.859","0.075","18.848","","true","","","425e3a9634430a4fc2ae120833149a7954db0121-3-d82fae36d0b0590df3b6d8b900a289b47116f811","425e3a9634430a4fc2ae120833149a7954db0121","root","425e3a9634430a4fc2ae120833149a7954db0121-4fa396b9ef9ed025946f3e8ff799ef3c3e5fc2bd"
"Ballistic Missile Early Warning System (BMEWS)","","root.record.ItemExhibitList.P40AItemGroup.CategoryList-425e3a9634430a4fc2ae120833149a7954db0121-4-a7ff2ad4f8a3e77f9142a1a5dbcc09c094fa778d","0","0.15","0.15","0.85","","0","0.85","26.74","25.627","23.036","23.444","0","99.997","","true","","","425e3a9634430a4fc2ae120833149a7954db0121-4-a07db9e0e65b348b07acb837fa95195e05b9b068","425e3a9634430a4fc2ae120833149a7954db0121","root","425e3a9634430a4fc2ae120833149a7954db0121-4fa396b9ef9ed025946f3e8ff799ef3c3e5fc2bd"
"Shared Early Warning (SEW)","","root.record.ItemExhibitList.P40AItemGroup.CategoryList-425e3a9634430a4fc2ae120833149a7954db0121-5-3f2844aa882aaf46820b5700006c8cd80f7f5a69","0.298","0.276","0.329","0.22","","","0.22","","","","","","","","","","","425e3a9634430a4fc2ae120833149a7954db0121-5-bb0f64537ec4c99ca47e099bda2755415885bb03","425e3a9634430a4fc2ae120833149a7954db0121","root","425e3a9634430a4fc2ae120833149a7954db0121-4fa396b9ef9ed025946f3e8ff799ef3c3e5fc2bd"
"Cap Vehicles","","root.record.ItemExhibitList.P40AItemGroup.CategoryList-42954bd2d8a962602258f724419cc0c892943656-0-064430ce95e9a96ce9c7b320d680c72674da6981","","0.946","1.7","0.977","","0","0.977","","","","","","","","","CAP is a grant recipient; as such, AF central procurement processes are not applicable.  CAP procurement processes/standards are described in Department of Defense Grant & Agreement Regulations.","","42954bd2d8a962602258f724419cc0c892943656-0-05f4bf02005739c5b4eba8daf4e0107bb950d2aa","42954bd2d8a962602258f724419cc0c892943656","root","42954bd2d8a962602258f724419cc0c892943656-a9f07c70d76f715e646c0b57974fcbce961fb6de"
"Distributed Common Ground/Surface System","","root.record.ItemExhibitList.P40AItemGroup.CategoryList-431a38faa2bd282afe60ba716fcef9ab8f79ba0a-0-56ed55cb294fee8abb6e66bc8a760748cfe63c1a","38.318","14.906","17.323","14.964","","","14.964","17.491","13.094","12.775","13.139","","","true","","","","431a38faa2bd282afe60ba716fcef9ab8f79ba0a-0-5cf6423f1696b43472b1eaf0bf138d1505380099","431a38faa2bd282afe60ba716fcef9ab8f79ba0a","root","431a38faa2bd282afe60ba716fcef9ab8f79ba0a-00822e2d75793e6f1a267ec2bf94c4bbd822e6f2"
"T-6","","root.record.ItemExhibitList.P40AItemGroup.CategoryList-4480f67713b629be9556c836a4abd169586270ba-0-a249941b6d86766febfdd96954e0131d23cf8340","115.189","5.392","14.486","7.876","","0","7.876","6.006","9.829","13.693","19.969","0","192.44","","true","","","4480f67713b629be9556c836a4abd169586270ba-0-8068e0917af554a4c127984a30e2a23873f15254","4480f67713b629be9556c836a4abd169586270ba","root","4480f67713b629be9556c836a4abd169586270ba-1a88ce0c31f00c391522a2e6671c58bf8070c2fd"
"Submarine Training Device Mods","","root.record.ItemExhibitList.P40AItemGroup.CategoryList-45be8561ffda77db2bd400a153e19ba251afaca5-0-57ade8ca668b5d73f6907a9e0676ad9480ea71c6","140.431","11.879","","","","","","","","","","","","","","","","45be8561ffda77db2bd400a153e19ba251afaca5-0-4ef6bb456295c017e1461bc98fbade04922192d6","45be8561ffda77db2bd400a153e19ba251afaca5","root","45be8561ffda77db2bd400a153e19ba251afaca5-93283ea991346b4e948510165068709ce6a3b883"
"B-52","","root.record.ItemExhibitList.P40AItemGroup.CategoryList-46a95bbb6a23155bfc376c4e8dc229b36ab50352-0-0f23f7b10f4e662a54a1dce886eb24466c2baac4","19.198","16.582","33.571","6.296","","0","6.296","3.965","3.844","3.911","3.978","0","91.345","","true","","","46a95bbb6a23155bfc376c4e8dc229b36ab50352-0-419c798220746ee73f313ccda0c8f0b97a6b57e8","46a95bbb6a23155bfc376c4e8dc229b36ab50352","root","46a95bbb6a23155bfc376c4e8dc229b36ab50352-f7887136bc4eb1d1fa485cd1f96513b1dadd3488"
"C-21","","root.record.ItemExhibitList.P40AItemGroup.CategoryList-47b74858cf72273243416e9cb5c92b59378f97aa-0-34d3fc9310dc013e92e6a8313efc329d2b5b5761","0","0.103","0.264","0.162","","0","0.162","0.255","0.245","0.216","0.22","0","1.465","","true","","","47b74858cf72273243416e9cb5c92b59378f97aa-0-6d871121134d52fe4c4e13b218d1333a8ea37b52","47b74858cf72273243416e9cb5c92b59378f97aa","root","47b74858cf72273243416e9cb5c92b59378f97aa-4e5830aadfba204311810112581957a6779c6a20"
"","","root.record.ItemExhibitList.P40AItemGroup.CategoryList-487889b09968ecdf03a86ef336df7ec2e7b09bee-0-27ebe9e422b37bd5f902acc8e186de2f8b585ccb","0.298","0.108","0.111","","","","","","","","","","","","","","","487889b09968ecdf03a86ef336df7ec2e7b09bee-0-68c526547e5d08d621417a09716c372937cbbc33","487889b09968ecdf03a86ef336df7ec2e7b09bee","root","487889b09968ecdf03a86ef336df7ec2e7b09bee-07ba1cb0f29fc4c192ae45b55d595e333fe550a2"
"Medium Tactical Vehicle","","root.record.ItemExhibitList.P40AItemGroup.CategoryList-488ebdbc3a1c4ab7a0b8a18437ef8512ebbf4402-0-4c0f89c6923bb1891fc198553d10e66d45856f99","","1","7.639","58.16","","0","58.16","","","","","","","","","Unit costs and quantities for FY16 are subject to change.PMA Justification:-- The Vehicle Transportation Acquisition Council (VTAC) Conference provides the opportunity for program office representatives, USAF Major Command (MAJCOM) and User representatives to review technical and program issues and concerns.  Attendance is required to vet future vehicle requirements.  If not funded, MAJCOMs and users will not gain complete, up-to-date program insight.  Any concerns and questions that could potentially affect all USAF users may not be adequately addressed, and may lead to a communication gap with stakeholders not gaining pertinent information.  Items of interest may be elevated by users and MAJCOMs that could have been resolved at the VTAC.-- To fund unit trailer visits to investigate and address discrepancy reports.  If not funded, there will be no in-person support to fully investigate trailer discrepancies.","","488ebdbc3a1c4ab7a0b8a18437ef8512ebbf4402-0-15b751a805a26a39929fdb8db5a413bae232cb76","488ebdbc3a1c4ab7a0b8a18437ef8512ebbf4402","root","488ebdbc3a1c4ab7a0b8a18437ef8512ebbf4402-4779772657d7146f6762e1632e298d3d73d6a245"
"","","root.record.ItemExhibitList.P40AItemGroup.CategoryList-48df5d05c2773ec359aeb1530bc75c78bc16ca49-0-ab2de458baa3f2c2387d79de6085713ee47ed532","37.783","","","2","","","2","","","","","","","","","","","48df5d05c2773ec359aeb1530bc75c78bc16ca49-0-409d014fb7a3e05d062ce524f08c13f2c77d0eb7","48df5d05c2773ec359aeb1530bc75c78bc16ca49","root","48df5d05c2773ec359aeb1530bc75c78bc16ca49-78cf5f5207725c15dfa25fc5ed3c8da4636490ba"
"Coast Guard Equipment","The FY 2016 funding request was reduced by $0.936 million to account for the availability of prior year execution balances.","root.record.ItemExhibitList.P40AItemGroup.CategoryList-4a9ec00fa94288e44b4be1a50155055dee8298f7-0-192199e440fbe5386b5039a5abbc80501261fda8","96.597","2.893","2.967","2.529","","","2.529","","","","","","","","","","","4a9ec00fa94288e44b4be1a50155055dee8298f7-0-300c859c21e3ab6434964d76669df22f0227e40e","4a9ec00fa94288e44b4be1a50155055dee8298f7","root","4a9ec00fa94288e44b4be1a50155055dee8298f7-8153217b7e28a52744660ed31d13b70db3995d5b"
"Tactical Vehicles","","root.record.ItemExhibitList.P40AItemGroup.CategoryList-4af79b3e11d38137563b00e49ae46637891eaaa8-0-3722d86068ec4aa9078c68b2ec94a981e2f702ac","0","7.039","0.957","2.497","","","2.497","","","","","","","","","","","4af79b3e11d38137563b00e49ae46637891eaaa8-0-75dd71a49c2e0cb020e1ca19b28bd5b9b8cefaa1","4af79b3e11d38137563b00e49ae46637891eaaa8","root","4af79b3e11d38137563b00e49ae46637891eaaa8-ced1f879e4e0540063da94a5ee73749066f67a24"
"Intermediate Caliber Gun Ammo","","root.record.ItemExhibitList.P40AItemGroup.CategoryList-4bb90c79bf39dc7758599406706f1f5b295919a1-0-b149d92e7ef358f97b64da77bb6c1a202bc86e51","67.647","32.299","2.133","36.715","","","36.715","","","","","","","","","","","4bb90c79bf39dc7758599406706f1f5b295919a1-0-0dffedb860c3a053ff2b2cafcb53d0faab3edf9e","4bb90c79bf39dc7758599406706f1f5b295919a1","root","4bb90c79bf39dc7758599406706f1f5b295919a1-d6807167ce68c32a4b1b632dc529682c6a34a3a6"
"C-32A","","root.record.ItemExhibitList.P40AItemGroup.CategoryList-4be1897bceec50f2870803cbba85c165f5c02da8-0-830487d209172cca8272947b6c4252e08293ddd9","0","1.78","1.796","2.83","","0","2.83","5.863","4.899","3.934","1.947","0","23.049","","true","","","4be1897bceec50f2870803cbba85c165f5c02da8-0-db2fb4177562e73350d9f36001e0ce01f4aac8e9","4be1897bceec50f2870803cbba85c165f5c02da8","root","4be1897bceec50f2870803cbba85c165f5c02da8-e5769d182511d16ed575533bbb10e0877742f267"
"Meteorological Equipment","","root.record.ItemExhibitList.P40AItemGroup.CategoryList-4e7aee150e4b91ed84e798e07789f51e80bce8df-0-a0d5da5d3bd151d7fbe83815ebc6a4768c9c8105","62.761","19.118","12.825","15.09","","","15.09","","","","","","","","","","","4e7aee150e4b91ed84e798e07789f51e80bce8df-0-56dc757ffa3333b6806c092be9616122aadf0b65","4e7aee150e4b91ed84e798e07789f51e80bce8df","root","4e7aee150e4b91ed84e798e07789f51e80bce8df-0c16aa8576d94d1797386140d8f3b106a660dea9"
"Missile Industrial Facilities","","root.record.ItemExhibitList.P40AItemGroup.CategoryList-4efe2a1874eaaf61aabe45fc76c5c7be1819658f-0-1da6876b8b35a51720b1c959c0ae0de747f4def3","5.184","7.617","5.671","7.748","","","7.748","","","","","","","","","","","4efe2a1874eaaf61aabe45fc76c5c7be1819658f-0-a0d2b7196bfe105d29de73bdb904f24242ebf161","4efe2a1874eaaf61aabe45fc76c5c7be1819658f","root","4efe2a1874eaaf61aabe45fc76c5c7be1819658f-4a061f2ff1749f73f9ec8708be3c52d6f1b7dbdd"
"Items Less Than $5 Million","","root.record.ItemExhibitList.P40AItemGroup.CategoryList-4eff6c2fe274bd252c3ce88d13f85ec459109803-0-dfdad632f8f4de69a4a67a8bdb563ad4dbf51e98","","58.6","79.049","87.781","","0","87.781","","","","","","","","","UNIT COSTS FOR FY16 ARE SUBJECT TO CHANGE.FY16 PMA JUSTIFICATIONFunds from PMA will be used for TDY to the Vehicle Transformation and Acquisition Council (VTAC) and the GSA Federal Fleet conference. Robins AFB personnel can learn from the face-to-face discussions concerning Air Force requirements, sustainment, and future plans. By attending these expos and conferences, AF personnel can write specifications that are generic in nature with the different manufacturers and thus develop a more competitive supplier environment that will reduce costs and still meet the needs of our customers.","","4eff6c2fe274bd252c3ce88d13f85ec459109803-0-614a545264455977bb1c45a2e2938c63f84dea17","4eff6c2fe274bd252c3ce88d13f85ec459109803","root","4eff6c2fe274bd252c3ce88d13f85ec459109803-2407394c344bdd16890a1aca686d2e876e516978"
"Electrical Power Systems","","root.record.ItemExhibitList.P40AItemGroup.CategoryList-4f9986c761d489e665627f432e864fb336ec309c-0-5c32fea88835464012661c0ee6c60ff42513db7d","0","0.778","1.402","1.403","","","1.403","","","","","","","","","","","4f9986c761d489e665627f432e864fb336ec309c-0-e447379abfcfd8a51db61969e05538d894481657","4f9986c761d489e665627f432e864fb336ec309c","root","4f9986c761d489e665627f432e864fb336ec309c-542b097867f50999124ca44a7dea0bcd237080eb"
"First Destination Transportation","","root.record.ItemExhibitList.P40AItemGroup.CategoryList-504a1553e167beade14472275fce49a7ce35ae63-0-7e4e192281d3e7cd7ba4a88efda0a108a6d0f06e","4.286","0.152","0.128","","","","","","","","","","","","","","","504a1553e167beade14472275fce49a7ce35ae63-0-1043c7615d0fa15263069ec6ec97cb16707a024c","504a1553e167beade14472275fce49a7ce35ae63","root","504a1553e167beade14472275fce49a7ce35ae63-84bd5b3bb04044eed228d5a2025d1bc029aafc4e"
"COOPERATIVE ENGAGEMENT CAPABILITY","","root.record.ItemExhibitList.P40AItemGroup.CategoryList-50eaf99aeb0eac9bd827e4292a2f807dbc805933-0-4347d83be55be6ea3bd768c097a7f2914be40c12","243.161","13.532","11.754","5.688","","","5.688","","","","","","","","","","","50eaf99aeb0eac9bd827e4292a2f807dbc805933-0-d61ae8a38ddeb602699d79f621d2b37bf1d69a0f","50eaf99aeb0eac9bd827e4292a2f807dbc805933","root","50eaf99aeb0eac9bd827e4292a2f807dbc805933-1a37230acc264674e720705dc7bcfd6c16adbc4a"
"VC-25A Mod","","root.record.ItemExhibitList.P40AItemGroup.CategoryList-5106aff164b4596959a837b51684c43bec1cfe01-0-c51d53e99fa68f692da51baddbcc32c23b7dd670","0","0.263","1.072","0.231","","0","0.231","10.74","24.415","10.078","11.204","0","58.003","","true","","","5106aff164b4596959a837b51684c43bec1cfe01-0-56ad05dc3835d163ba26dba87b87a8da11949751","5106aff164b4596959a837b51684c43bec1cfe01","root","5106aff164b4596959a837b51684c43bec1cfe01-4de22bad251b7d4b96109f4070b854d45218c946"
