"Title_val","PriorYear_Funding_val","PriorYear_Text_val","CurrentYear_Funding_val","CurrentYear_Text_val","@ROWID","@RECORDID","@PARENT","@PARENTROWID"
"Program Increase","","","1.021","Conduct Congressionally-directed effort.","b21116274c362289041b9fb9e8019cec0fbf3e9c-0-6f5e66acb5bba7b2850b1b39a917e23479f6f444","b21116274c362289041b9fb9e8019cec0fbf3e9c","root.record.ProjectList.Project","b21116274c362289041b9fb9e8019cec0fbf3e9c-0-aff570dad4e6875833642786ed64ec51bec94bea"
"Silicon Carbide Research","10.000","Researched high-voltage high-power density SiC power devices and power components.","12.000","Continue research on SiC power devices and power components.","b2e03cd6e6f0b201ee356b2a86fdfdcca32df457-0-c6dfa76c8202d1c876e790dc76b0f4543eee2a48","b2e03cd6e6f0b201ee356b2a86fdfdcca32df457","root.record.ProjectList.Project","b2e03cd6e6f0b201ee356b2a86fdfdcca32df457-0-513f4bb9036f01c3adef80f17d703eb67724882d"
"Program increase","","","5.000","This is a Congressional interest item.","b2e03cd6e6f0b201ee356b2a86fdfdcca32df457-1-b99bcbd086529a77b20e584df7b464d6a9cf2185","b2e03cd6e6f0b201ee356b2a86fdfdcca32df457","root.record.ProjectList.Project","b2e03cd6e6f0b201ee356b2a86fdfdcca32df457-0-513f4bb9036f01c3adef80f17d703eb67724882d"
"Industrial Base Innovation Fund (IBIF)","25.000","Cyber Security for the Shop Floor – Phase I: FY 2014 effort jointly resourced with IBIF and core funds.  See project description above under project title “Enterprise and Emerging Manufacturing.”High Power Ultrasonic Assisted Drilling: FY 2014 effort jointly resourced with IBIF and core funds.  See project description above under project title “Enterprise and Emerging Processes.” Improved Focal Plane Array (FPA) Production – Hyperspectral (HIS) - Phase I: FY 2014 effort jointly resourced with IBIF and core funds.  See project description above under project title “Advanced Electronics and Optics.” Large Affordable Substrates - Phase II Space Applications: Developed a domestic capability to produce cadmium zinc telluride (CZT) and enabled a second source of substrate material for mercury cadmium telluride (HgCdTe) infrared focal plane arrays for space applications.Large Scale Encapsulate Ceramics – Phase I: FY 2014 effort jointly resourced with IBIF and core funds.  See project description above under project title “Advanced Materials Manufacturing.”  On Tool Inspection for Automated Fiber Placement: Automated fiber placement inspection using sensors mounted on the fiber placement head. Replaced manual inspection processes which are time-consuming, dependent on inspector alertness, and expensive. Provided a basis for a commercially-viable product to be applied in the production of aircraft. Generated significant improvement in detection capability (from <95% to >95%), increased inspection rate (.25 square meter/min to 2 square meter/min), and generated electronic tracking for reduction of paper and quality trending.Organic Light Emitting Diode (OLED) Microdisplays - Phase I: FY 2014 effort jointly resourced with IBIF and core funds.  See project description above under project title “Advanced Electronics and Optics.” Radar Affordability Initiative: Reduced development and acquisition cost for multiple radar & EW systems. These improvements in design and processing will result in a cost savings of greater than 20% per module: AN/TPS-80 savings of $1M per radar; $39M for FRP Lot 2 (39 radars); AN/TPQ-50 savings of $200K per radar. Scalable Optical Network Producibility: Created a design approach using noval components and fiber fabric for the F-35 EW system that generates significantly lower production and maintenance costs throughout the life of the F-35 program. Enhanced the implementation of single mode analog and digital fiber optic architecture to support legacy system updates to platforms such as F-22 and F-18. Solid Rocket Motor Digital Factory: Improved the capability for production surge on multiple workloads, generating a targeted 20% cost reduction that immediately impacts future workloads.Transparent Ceramic Blast Shield: Improved transparent spinel powder processing, green forming, densification, and finishing processes to produce 1.5 ft2 size transparent armor parts.  Incorporated the spinel parts into a new armor system.Manufacturability of Vertical-Cavity Surface Emitting Lasers (VCSEL) Phase I: FY 2014 effort jointly resourced with IBIF and core funds.  See project description above under project title “Advanced Electronics and Optics.”","","","b6ffe1927f07758c75d55f6b7760f18267971bff-0-025123d36d203e6bf2af70ad245c9ac8d8d9efaf","b6ffe1927f07758c75d55f6b7760f18267971bff","root.record.ProjectList.Project","b6ffe1927f07758c75d55f6b7760f18267971bff-0-b484cc2a4cb42037e8675e4723d7fe698622c7ff"
"Ebola Response and Preparedness Congressional Add (Emergency Funds)","","","45.000","This program will speed the development of Ebola antibodies, vaccines, and diagnostics to enable a more rapid response to this outbreak and increase preparedness for response to future epidemics. Planned research builds on earlier investments by DARPA exploring technologies to discover, optimize, and deliver antibodies as a means to provide fast-acting protection against infectious diseases. A key component of this program is not only identifying effective antibodies to treat and prevent disease, but also defining and developing the antibody gene blueprint for transfer and production of vaccines. The Ebola Response and Preparedness Congressional Add is non-OCO emergency funding. -  Conduct dose escalation study for encoded Ebola vaccine. -  Demonstrate rapid discovery of potent antibodies from human Ebola survivors.  -  Evaluate protective efficacy of encoded Ebola antibodies in small and/or large animal models.  -  Test protective efficacy of encoded Ebola vaccine in small and/or large animal models.-  Validate cell-free production of nucleic acid-encoded antibody or vaccine formulations.","b8333773aa122d5d22a69ab4bbe071950c2ec4fb-0-6cf1b43a28c3daf60a7d76a40ccb7380796796c4","b8333773aa122d5d22a69ab4bbe071950c2ec4fb","root.record.ProjectList.Project","b8333773aa122d5d22a69ab4bbe071950c2ec4fb-0-df424c99029b23b8d79e892794196cb764e61e45"
"Biomedical Congressional Add","","","2.548","This effort will further the development of restorative products and technologies as alternatives to amputation.","b8333773aa122d5d22a69ab4bbe071950c2ec4fb-1-f75ca9b9157e91b02400133c626a4ac3b76b6364","b8333773aa122d5d22a69ab4bbe071950c2ec4fb","root.record.ProjectList.Project","b8333773aa122d5d22a69ab4bbe071950c2ec4fb-0-df424c99029b23b8d79e892794196cb764e61e45"
"Program Increase","","","20.000","Congressional increase for University Research Initiatives","b8c90fee1235046679d270ab59c026e4e5738237-0-4e5cdac30e70d3036f007c094d77b703e8895d59","b8c90fee1235046679d270ab59c026e4e5738237","root.record.ProjectList.Project","b8c90fee1235046679d270ab59c026e4e5738237-1-5111335913ef071e023933e95b7fc80d5ef6dc6f"
"Congressional Increase","38.671","Congressional increase for the High Performance Computing Modernization Program.","40.000","Congressional increase for the High Performance Computing Modernization Program.","bf326ce9b57b01b4448e85202cec45873b6a562f-0-85cbb9ab6f2245e79af8a6e540a603316d86e208","bf326ce9b57b01b4448e85202cec45873b6a562f","root.record.ProjectList.Project","bf326ce9b57b01b4448e85202cec45873b6a562f-1-8827753fd7d856314bc8063eb46ef12ada4e8553"
"Directed energy/thermal management program increase","","","10.000","Directed energy/thermal management program increase","c34b8011825633eb43b31e69dda454c503c60b4c-0-f8b2ca536ea28239212d2625e159e17f4ce4f7ba","c34b8011825633eb43b31e69dda454c503c60b4c","root.record.ProjectList.Project","c34b8011825633eb43b31e69dda454c503c60b4c-1-d52c305cee9fca5b9e145fa406798f8e8fccf7d5"
"New Weapons Congressional Add","","","4.875","Squad Designated Marksman Rifle (SDM): Will inform requirements and the Doctrine, Organization, Training, Materiel, Leadership & Education, Personnel, and Facilities (DOTMLPF) analysis. The winner of the Compact Semi-Automatic Sniper System (CSASS) competition will be utilized in a user jury to evaluate its feasibility in the SDM role. Will develop Acquisition Strategy and initiate execution.  Mini-guns: Will evaluate various externally powered weapons, including miniguns, for suitability and performance, and potential standardization on remote weapon stations.","ca59b12c3b6b4becfcc56513ed48aec0af3a13f1-0-f6e0e808c2313efe2c243c0ee8653eeabc4fd263","ca59b12c3b6b4becfcc56513ed48aec0af3a13f1","root.record.ProjectList.Project","ca59b12c3b6b4becfcc56513ed48aec0af3a13f1-4-4e75879a05d2515c5930f0abaed3b97901af68c1"
"Small Arms Weapons Enhancements Congressional Add","","","0.700","Small Business Innovation Research (SIBR) Enhancements: Support Phase II Enhancement efforts on Nano-structured Anti-reflective Coating and Down-Range Wind Sense SBIR's, including system level integration of the developed technologies, and limited user demonstration and evaluation of those technologies. Protective Coatings:  Leverage related work conducted by Oak Ridge National Labs and discoveries from prior SBIR efforts to develop manufacturing technology to support production of super-hydrophobic coatings in support of Fire Control Capability Development Document (CDD), Squad Annex.  Determine key performance tolerances of coatings to determine manufacturing requirements, and conduct limited run production of sample fire control system components.Weapon Upgrades and Accessories:  Test, evaluate and analyze ongoing and new activities to enhance small arms weapons.","ca59b12c3b6b4becfcc56513ed48aec0af3a13f1-1-b90e8d66032183ff6eb63af9a4e40523155a5009","ca59b12c3b6b4becfcc56513ed48aec0af3a13f1","root.record.ProjectList.Project","ca59b12c3b6b4becfcc56513ed48aec0af3a13f1-4-4e75879a05d2515c5930f0abaed3b97901af68c1"
"Combat Optics Congressional Add","","","0.600","Mounted Machine Gun Optic (MMO): Support staffing of MMO Capability Production Document (CPD), including response to comments.  Develop key documents in support of pre-Milestone C activities, with emphasis on Acquisition Strategy and draft System Engineering Plan.Fire Control, Squad: Coordinate with MCoE to finalize draft of Fire Control Capability Development Document (CDD), and the associated Squad Annex, and ensure this draft enters world-wide staffing.  Continue evaluation of commercially available fire control solutions to determine utility and leverage opportunities.  Establish technical team to ensure that capability requirements are technically achievable, and identify appropriate technologies to meet gaps.","ca59b12c3b6b4becfcc56513ed48aec0af3a13f1-2-6f1eacbef812e2c795338faea1785a969a8d4b22","ca59b12c3b6b4becfcc56513ed48aec0af3a13f1","root.record.ProjectList.Project","ca59b12c3b6b4becfcc56513ed48aec0af3a13f1-4-4e75879a05d2515c5930f0abaed3b97901af68c1"
"Fire Control Congressional Add","","","0.527","Grenadier Sighting System (GSS):  Create procurement package for Draft Request for Proposal (RFP) release.  Conduct second GSS industry day to provide an opportunity to answer any industry questions.  Release the RFP and initiate Source Selection evaluation.","ca59b12c3b6b4becfcc56513ed48aec0af3a13f1-3-6adf44a67afa0e55baa9eb352636dc999d6a95c6","ca59b12c3b6b4becfcc56513ed48aec0af3a13f1","root.record.ProjectList.Project","ca59b12c3b6b4becfcc56513ed48aec0af3a13f1-4-4e75879a05d2515c5930f0abaed3b97901af68c1"
"LWT SBIR (Cong)","0.000","N/A","10.000","Develop producability improvements, COTS modernization, and test equipment upgrades","d57d353b0aa77351e75684e65c51dfb05a5e6314-0-e64f0ff3315094e9048e8510f7ff4c2371e55a77","d57d353b0aa77351e75684e65c51dfb05a5e6314","root.record.ProjectList.Project","d57d353b0aa77351e75684e65c51dfb05a5e6314-1-7001babdeff82277c9288962d19c9f987bfd6497"
"Program Increase","0.000","N/A","20.000","- Expand the competition for new MURI awards to address selected high priority Naval S&T areas, transformational initiatives, and grand challenges, including strategically important DoD research areas. - Expand the competition for research instrumentation awards to universities - Determine/fully fund an outstanding university researcher to receive the five-year PECASE research award to conduct research of importance to the Navy.","d83037ee1fb6e32975e335e054d595513a68dd68-0-d05a630b2b9722ad9304eb320adebe4573908b04","d83037ee1fb6e32975e335e054d595513a68dd68","root.record.ProjectList.Project","d83037ee1fb6e32975e335e054d595513a68dd68-1-6ca979300d6635e0353f4be05218d3ffa25fec5c"
"Program Increase","","","6.100","Congressional increase for basic research efforts.","da35e948f5b308562154b79e8df43dc66701f00d-0-bc9cfc9476da1be0592dc5d0aae27548f3f13282","da35e948f5b308562154b79e8df43dc66701f00d","root.record.ProjectList.Project","da35e948f5b308562154b79e8df43dc66701f00d-12-2d9b258d2de2c097730c74782fc7d5bb101d5aa6"
"Ejection Seat Safety/Sustainability Improvement Program for Qualification of B-2 Seat Mod","","","6.000","One of the FY 2014 congressional reports specifically provided funds for Ejection seat safety/sustainabilty B-2 seat mod using the phrases only for or only to, or the item appears in one of the project level tables.","dd601c6acd27261e9499d54f9787f5c72e035807-0-d1e25682f16f5de72ea34ddc683e082e3b8d869e","dd601c6acd27261e9499d54f9787f5c72e035807","root.record.ProjectList.Project","dd601c6acd27261e9499d54f9787f5c72e035807-0-143058f5b4bbc9477356a6fe530a04edcc741d7c"
"ORS: Tier-1 (1)","0.100","Coordinated integration of ORS Tier-1 solutions, experiments and demonstrations into Joint Force Commander (JFC) and Component exercises and operations in order to establish visibility and socialization of ORS concepts and solutions.  Developed CONOPs for JFC use of assets. Supported JFC wargames.","0.100","Incorporating ORS Resilient Space Layer (RSL) in three wargames:  Advanced Concept Event-15 (ACE-15), Futures Wargame-15, and the Space Futures Wargame-15.  Demonstrate the Commercial Integration of Global Android-based Relay System for Force Tracking (CIGARS-FT) project during the Army's Technical Support and Operational Analysis (TSOA).","e2d825f6a906365c482b1b39aa769e6fda3dee18-0-f969f268b8a8209e889d8214c79eb4388d2347cc","e2d825f6a906365c482b1b39aa769e6fda3dee18","root.record.ProjectList.Project","e2d825f6a906365c482b1b39aa769e6fda3dee18-0-c2bf75896baf23caaaa7a2faf1a0b846a139b2cf"
